"gene" "baseMean" "log2FoldChange" "lfcSE" "pvalue" "padj" "cat" "description" "feature" "count" "plus_minus" "analysis"
"LOC105334510" 2619.36798294425 8.56727744370131 0.812311203643263 2.09681166940573e-27 3.93613486580843e-23 "characterized" "heat shock protein 68" "genome" 1 "1" "triploid_desiccation"
"LOC105348304" 2419.32640445216 8.18058772933936 0.817988932472123 5.8639472414993e-25 2.2015603523485e-21 "characterized" "heat shock protein 68" "genome" 1 "1" "triploid_desiccation"
"LOC117680673" 2524.4504092791 8.16667250782465 0.80255154846781 1.16264765229513e-25 7.27507390962804e-22 "characterized" "heat shock protein 68-like" "genome" 1 "1" "triploid_desiccation"
"LOC105348305" 3543.80444649699 8.01724570784485 0.805581420916013 1.09160355239621e-24 3.41526364759693e-21 "characterized" "heat shock protein 68-like" "genome" 1 "1" "triploid_desiccation"
"LOC105322484" 589.070169084775 5.68565140140948 0.5525225834974 3.63733690966042e-26 3.41400442340727e-22 "characterized" "heat shock protein 68-like" "genome" 1 "1" "triploid_desiccation"
"LOC105346578" 241.779116374189 4.68571286499062 0.686742287118003 3.736511199363e-13 3.89676601302457e-10 "characterized" "major egg antigen" "genome" 1 "1" "triploid_desiccation"
"LOC105334234" 439.503477602139 3.93951736920892 0.591254066829521 1.15644111422153e-12 1.14256382085087e-09 "characterized" "heat shock protein 70 B2" "genome" 1 "1" "triploid_desiccation"
"LOC105343216" 82.8715661976648 3.38305656068122 0.520587477534103 3.4640502836614e-12 2.9153024379363e-09 "characterized" "heat shock protein 27" "genome" 1 "1" "triploid_desiccation"
"LOC105334580" 625.704818680271 3.37500250231062 0.53300627027895 1.03733213252485e-11 6.95457099705592e-09 "characterized" "BAG family molecular chaperone regulator 3" "genome" 1 "1" "triploid_desiccation"
"LOC105327005" 50.2716628473198 3.20325148192568 0.729845672542632 4.35235171705966e-07 8.97827982776307e-05 "characterized" "transient receptor potential cation channel subfamily M member 2-like" "genome" 1 "1" "triploid_desiccation"
"LOC117680358" 170.744357714749 3.08319860341812 0.593133849281908 8.29378038714779e-09 3.31257117930933e-06 "characterized" "baculoviral IAP repeat-containing protein 2-like" "genome" 1 "1" "triploid_desiccation"
"LOC117688712" 23.7229858359783 3.00262769673665 0.746011850359248 2.21566480228199e-06 0.000346603830570313 "characterized" "multiple epidermal growth factor-like domains protein 6" "genome" 1 "1" "triploid_desiccation"
"LOC105319646" 47.6317455911396 2.48842463975957 0.512763383575809 5.0124246553281e-08 1.56822059383032e-05 "characterized" "C-type lectin domain family 4 member M isoform X7" "genome" 1 "1" "triploid_desiccation"
"LOC105343637" 51.5555980063 2.3868167157622 0.888091581724183 0.000197951122114684 0.0118938489559947 "characterized" "complement C1q tumor necrosis factor-related protein 2" "genome" 1 "1" "triploid_desiccation"
"LOC117680708" 54.4676219432955 2.13726228755597 0.215694348452186 2.23232294241749e-24 5.98645232500874e-21 "characterized" "serine/arginine-rich splicing factor 1-like" "genome" 1 "1" "triploid_desiccation"
"LOC105318237" 150.861452790434 2.12381476400452 0.689595187198101 6.81145174875323e-05 0.00532769050948315 "characterized" "trichohyalin isoform X1" "genome" 1 "1" "triploid_desiccation"
"LOC105348306" 42.1612836963734 2.09042573123083 0.769546063585003 0.000198315295292262 0.0118938489559947 "characterized" "transmembrane protein 234 homolog" "genome" 1 "1" "triploid_desiccation"
"LOC117686792" 13.8867994629977 2.07360794160601 0.819578014696936 0.000330535356997439 0.0168737804865724 "characterized" "multiple epidermal growth factor-like domains protein 11" "genome" 1 "1" "triploid_desiccation"
"LOC105343643" 134.512970903932 2.00756430560366 0.675896828909219 9.71533215147675e-05 0.00696092424227182 "characterized" "complement C1q tumor necrosis factor-related protein 7" "genome" 1 "1" "triploid_desiccation"
"LOC105324591" 21.851060851733 1.75605535255206 0.759039795578722 0.000573882918606506 0.0250448144256602 "characterized" "multiple epidermal growth factor-like domains protein 11 isoform X1" "genome" 1 "1" "triploid_desiccation"
"LOC105329206" 31.6170310125964 1.70846359077185 0.424374490853987 2.31158573284799e-06 0.000355681044073954 "characterized" "alpha-1,2-mannosyltransferase ALG9" "genome" 1 "1" "triploid_desiccation"
"LOC105337372" 10.555767325151 1.63329268068869 0.535889114994138 8.58580657203455e-05 0.00635870565661856 "characterized" "C1q-related factor" "genome" 1 "1" "triploid_desiccation"
"LOC105337952" 26.8467886219148 1.63211151567567 0.325436623460956 2.45982745132641e-08 8.71243036156592e-06 "characterized" "centromere protein T isoform X1" "genome" 1 "1" "triploid_desiccation"
"LOC117692728" 55.5896878069937 1.61905672513811 0.330230474795606 4.22908844343621e-08 1.36876634931353e-05 "characterized" "carbohydrate sulfotransferase 4-like isoform X2" "genome" 1 "1" "triploid_desiccation"
"LOC105326635" 31.57593691144 1.5026005878856 0.520467443331995 0.00013432913121024 0.00891034081653226 "characterized" "basic salivary proline-rich protein 4" "genome" 1 "1" "triploid_desiccation"
"LOC117680587" 210.291628477426 -1.5209179178414 0.592217025947613 0.000313306228123458 0.0162919238624198 "characterized" "fucolectin-like" "genome" 1 "-1" "triploid_desiccation"
"LOC117689844" 32.2993972939516 -1.54738395859467 0.517540308233556 9.88309909260364e-05 0.00703046402753899 "characterized" "microfibril-associated glycoprotein 4-like" "genome" 1 "-1" "triploid_desiccation"
"LOC105335284" 98.478522475686 -1.55859244933684 0.484310520104193 4.69012771304377e-05 0.00391302566352256 "characterized" "actin-like" "genome" 1 "-1" "triploid_desiccation"
"LOC105336086" 28.8154897949079 -1.57345711184606 0.503204527426173 6.56608184992347e-05 0.00520078010492673 "characterized" "microfibril-associated glycoprotein 4-like" "genome" 1 "-1" "triploid_desiccation"
"LOC105323188" 212.378798307686 -1.57521081434384 0.381103162039023 1.49259467065909e-06 0.000247955638562943 "characterized" "complement C1q tumor necrosis factor-related protein 3" "genome" 1 "-1" "triploid_desiccation"
"LOC105344085" 2145.91725849534 -1.57839300742695 0.214072680391621 9.03271021123104e-15 1.05976272553268e-11 "characterized" "nucleolin isoform X1" "genome" 1 "-1" "triploid_desiccation"
