"gene" "baseMean" "log2FoldChange" "lfcSE" "pvalue" "padj" "description" "feature" "treatment"
"LOC105342430" 7.00427087624924 20.8371986744666 2.94150811020797 3.42115695661596e-13 4.09419183426295e-10 "uncharacterized protein LOC105342430" "genome" "triploid_desiccation"
"LOC117680673" 10555.9897807316 8.2317173461803 0.809266324774044 1.56341445697426e-25 2.05807879116092e-21 "heat shock protein 68-like" "genome" "triploid_desiccation"
"LOC105334510" 10208.2620661778 8.18927639755456 0.803357366482551 1.29770653858438e-25 2.05807879116092e-21 "heat shock protein 68" "genome" "triploid_desiccation"
"LOC105348304" 9157.5433914777 8.12394524794264 0.805710171777891 4.26015378812988e-25 2.80403322334709e-21 "heat shock protein 68" "genome" "triploid_desiccation"
"LOC105348305" 9250.77160071536 8.10174885363519 0.799179526081694 2.49205059245507e-25 2.18702359993857e-21 "heat shock protein 68-like" "genome" "triploid_desiccation"
"LOC105322484" 690.824654814773 5.72068503654594 0.626061230050385 1.14786706830672e-21 6.04420883487589e-18 "heat shock protein 68-like" "genome" "triploid_desiccation"
"LOC105346578" 1433.46261531077 5.19084931374692 0.768936185237542 2.84538685564508e-14 4.14230860221488e-11 "major egg antigen" "genome" "triploid_desiccation"
"LOC105321886" 1754.61669436897 3.93972320010109 0.575346750718451 1.46295294391696e-15 2.40728906921535e-12 "uncharacterized protein LOC105321886" "genome" "triploid_desiccation"
"LOC105334234" 476.055853782476 3.61148957033541 0.708531046607064 1.44574304778466e-10 1.00226767497063e-07 "heat shock protein 70 B2" "genome" "triploid_desiccation"
"LOC105344998" 214.396484720445 3.46459777161122 0.444270963960323 2.4166336575917e-18 5.78410281246131e-15 "uncharacterized protein LOC105344998 isoform X2" "genome" "triploid_desiccation"
"LOC105334580" 1032.19506630819 3.43988024950396 0.657306243364802 9.80820994163629e-11 7.37801575266858e-08 "BAG family molecular chaperone regulator 3" "genome" "triploid_desiccation"
"LOC105343216" 107.135200439036 3.22515186699461 0.530427646126357 1.24466612222036e-12 1.36539873607573e-09 "heat shock protein 27" "genome" "triploid_desiccation"
"LOC117691913" 23.7185480145754 3.1627718954118 1.18626543084299 1.07756720903697e-06 0.000240971542039252 "major egg antigen-like" "genome" "triploid_desiccation"
"LOC117681182" 163.080468826766 3.02167249944863 0.501184104127982 3.77759799388488e-12 3.68357777714819e-09 "uncharacterized protein LOC117681182" "genome" "triploid_desiccation"
