"gene" "baseMean" "log2FoldChange" "lfcSE" "pvalue" "padj" "description" "feature" "treatment"
"LOC117687720" 10.4833760659322 5.22472088903135 0.971480581000844 3.18225993042943e-09 3.17656536002761e-06 "uncharacterized protein LOC117687720" "genome" "control_ploidy"
"LOC117688097" 20.1010881394282 5.00787684639285 0.779146544725823 8.45444896400261e-12 3.6191420500153e-08 "uncharacterized protein LOC117688097" "genome" "control_ploidy"
"LOC117681665" 22.8942597028221 4.68014235934021 0.585436283458232 9.79367087161367e-17 1.85746761751025e-12 "uncharacterized protein LOC117681665" "genome" "control_ploidy"
"LOC105343624" 22.9607169920397 3.96744376585418 0.702448291348038 6.44598379955958e-10 8.73246633874621e-07 "uncharacterized protein LOC105343624 isoform X1" "genome" "control_ploidy"
"LOC105318398" 16.1671606897866 3.76772331521459 0.549822112583466 3.16651190364219e-13 2.00186882548259e-09 "latrophilin Cirl-like" "genome" "control_ploidy"
"LOC105321376" 136.776131373673 3.58228123921096 1.13806520070185 4.4914489557317e-05 0.00607232113741474 "uncharacterized protein LOC105321376" "genome" "control_ploidy"
"LOC117690682" 799.286359681972 3.54317854563011 0.586009586821774 6.48103919318712e-11 1.7434654373918e-07 "uncharacterized protein LOC117690682" "genome" "control_ploidy"
"LOC117691676" 29.4563677434898 3.20943654086138 1.01281035395486 4.4173420336425e-05 0.00607232113741474 "C-type lectin mannose-binding isoform-like isoform X1" "genome" "control_ploidy"
"LOC117692007" 83.3581088666991 3.04865427009201 0.631266641653356 5.5184584639404e-08 3.87641048989236e-05 "uncharacterized protein LOC117692007" "genome" "control_ploidy"
"LOC109620475" 33.6528278084496 2.99002603733629 0.53734806505661 1.12819641385619e-09 1.42649154567976e-06 "uncharacterized protein LOC109620475" "genome" "control_ploidy"
"LOC105341672" 25.3925949038489 2.71822736769208 0.775161789068738 1.44796971609585e-05 0.00274621936354739 "uncharacterized protein LOC105341672 isoform X2" "genome" "control_ploidy"
"LOC105342641" 13.3301429592043 2.53753537206177 0.592977066395933 8.78989867395622e-07 0.000354700464362242 "uncharacterized protein LOC105342641" "genome" "control_ploidy"
"LOC117687700" 40.2778348044053 2.5243377688352 0.614361893463776 1.52059931178093e-06 0.00053406826939328 "transient receptor potential cation channel subfamily M member-like 2 isoform X2" "genome" "control_ploidy"
"LOC105321927" 40.4445108045265 2.52061331453732 0.520879469779792 5.474840848947e-08 3.87641048989236e-05 "diamine acetyltransferase 2" "genome" "control_ploidy"
"LOC105337688" 87.7610009074489 2.38275690556657 0.990956023526466 0.000393977868344377 0.0255333183636836 "uncharacterized protein LOC105337688 isoform X1" "genome" "control_ploidy"
"LOC117680753" 6.86596349809656 2.36164648023963 0.486263968585191 6.80954600821319e-08 4.61249462827755e-05 "uncharacterized protein LOC117680753" "genome" "control_ploidy"
"LOC117692578" 31.3306253345893 2.34590047324641 0.431957311302879 2.46818472212415e-09 2.60064396887815e-06 "uncharacterized protein LOC117692578 isoform X2" "genome" "control_ploidy"
"LOC105325816" 31.429881228757 2.31553895832213 0.752079727968495 6.7302167063838e-05 0.00778324939349239 "uncharacterized protein LOC105325816" "genome" "control_ploidy"
"LOC117684731" 31.8791789745093 2.29358133458269 0.597038367263328 4.53845312243347e-06 0.00119550419333435 "cell death abnormality protein 1-like" "genome" "control_ploidy"
"LOC105329159" 48.6986157038987 2.25285105915988 0.47866329649026 1.06995713178349e-07 6.7642689871352e-05 "uncharacterized protein LOC105329159" "genome" "control_ploidy"
"LOC117687051" 16.9397104593591 2.19897801926034 0.579819298861283 5.96188613476474e-06 0.00146848223937595 "uncharacterized protein LOC117687051 isoform X2" "genome" "control_ploidy"
"LOC105339624" 43.9059437135055 2.10455846924397 0.765415843289111 0.000173942451571516 0.0147936885045084 "uncharacterized protein LOC105339624" "genome" "control_ploidy"
"LOC105334533" 407.211825914039 2.09911357725773 0.716958158080612 0.000106939696735879 0.0108460871031694 "uncharacterized protein LOC105334533 isoform X2" "genome" "control_ploidy"
"LOC105321620" 25.0455733411012 2.08922759654398 0.72531614097211 0.000128805052256879 0.0122145831055198 "heavy metal-binding protein HIP" "genome" "control_ploidy"
"LOC105336626" 12.9965440983798 2.08834240367132 0.449590763946324 1.56967140547488e-07 9.30324621132394e-05 "complement C1q-like protein 4" "genome" "control_ploidy"
"LOC105344536" 30.5334656205062 2.05540124383638 0.526481267968082 3.70639352686655e-06 0.00106223070703207 "complement C1q-like protein 4 isoform X1" "genome" "control_ploidy"
"LOC105319806" 25.00156446422 2.05059460585405 0.542354521562327 6.16525382470665e-06 0.0014827292207159 "uncharacterized protein LOC105319806" "genome" "control_ploidy"
"LOC105317176" 23.6536916416981 2.04435232819584 0.404902204530089 2.10183373074422e-08 1.66097410572062e-05 "spindle and kinetochore-associated protein 1" "genome" "control_ploidy"
"LOC117680621" 13.7657274512382 2.04271557610879 0.62671759904316 3.78982990691345e-05 0.00576088106144401 "heavy metal-binding protein HIP-like" "genome" "control_ploidy"
"LOC117689244" 31.2648273095028 2.01956317442415 0.472681687244731 7.79012508355116e-07 0.000328327805188069 "uncharacterized protein LOC117689244 isoform X1" "genome" "control_ploidy"
"LOC109620576" 19.1695689113106 2.01551831868325 0.671732535959499 8.83335665845518e-05 0.00957333956481491 "hemagglutinin/amebocyte aggregation factor isoform X1" "genome" "control_ploidy"
"LOC105336969" 3813.05745709204 1.98677260863259 0.255903274599625 5.43950316460036e-16 5.15828085099052e-12 "superoxide dismutase [Cu-Zn]" "genome" "control_ploidy"
"LOC117691520" 134.975859364481 1.97653997049414 0.609579368339022 4.09065000901509e-05 0.00587858898181551 "uncharacterized protein LOC117691520 isoform X2" "genome" "control_ploidy"
"LOC105349079" 13.2863339571529 1.97158266360469 0.468489908815117 1.13473155093091e-06 0.000448360804061578 "prostate-associated microseminoprotein-like" "genome" "control_ploidy"
"LOC117690801" 33.7111139189341 1.96968960562956 0.541283059653806 1.026201979366e-05 0.00213878535611599 "uncharacterized protein LOC117690801 isoform X1" "genome" "control_ploidy"
"LOC117686035" 88.8346342899309 1.9604104069263 0.368799219715533 4.59966210411708e-09 4.36185957333423e-06 "uncharacterized protein LOC117686035 isoform X3" "genome" "control_ploidy"
"LOC105330135" 14.9548044529878 1.94110945627569 0.672256366728345 0.000128532012136113 0.0122145831055198 "potassium voltage-gated channel protein Shaw" "genome" "control_ploidy"
"LOC105348672" 17.0978314261427 1.90622511857764 0.610658279814093 6.44035079793443e-05 0.00753471532744962 "uncharacterized protein LOC105348672" "genome" "control_ploidy"
"LOC105330552" 28.1685317693893 1.89666589617856 0.688610915785147 0.000184446655707031 0.0154788286377856 "uncharacterized protein LOC105330552 isoform X1" "genome" "control_ploidy"
"LOC117692375" 30.2607593678013 1.88092512206508 0.459767814982425 1.73328299927484e-06 0.000587025810075832 "G protein-coupled receptor 161-like" "genome" "control_ploidy"
"LOC109619522" 27.7153454619177 1.86294196636141 0.595113896166057 5.97786669483048e-05 0.00726770639321506 "sarcoplasmic calcium-binding protein-like" "genome" "control_ploidy"
"LOC117692009" 84.6250878116244 1.85379920291314 0.546610892156769 2.49371581541135e-05 0.00426088415811636 "uncharacterized protein LOC117692009" "genome" "control_ploidy"
"LOC117684713" 15.3644785573122 1.82632900369919 0.36433986996334 2.38314406654506e-08 1.80794841464375e-05 "uncharacterized protein LOC117684713" "genome" "control_ploidy"
"LOC105318809" 3541.36422087625 1.774886233531 0.291611539422639 5.9058293491833e-11 1.7434654373918e-07 "extracellular superoxide dismutase [Cu-Zn]" "genome" "control_ploidy"
"LOC117688697" 29.5392801389293 1.76870841158568 0.302447262621054 2.38303221459116e-10 4.51965889819359e-07 "receptor-type tyrosine-protein phosphatase C-like" "genome" "control_ploidy"
"LOC105325506" 10.857322975483 1.76001142550151 0.66793309547782 0.000266612171228895 0.0199304279063925 "uncharacterized protein LOC105325506" "genome" "control_ploidy"
"LOC105326485" 67.6127040489433 1.7526642325454 0.394063881205596 3.58970444784502e-07 0.000174570088609817 "uncharacterized protein LOC105326485" "genome" "control_ploidy"
"LOC105332608" 22.3146215698696 1.75136266818308 0.457952504095785 5.07209138371314e-06 0.00131777102991101 "uncharacterized protein LOC105332608 isoform X3" "genome" "control_ploidy"
"LOC117683634" 32.6226903878414 1.74248727194361 0.565186442232256 6.94803278067211e-05 0.00798644786171075 "sarcoplasmic calcium-binding protein-like" "genome" "control_ploidy"
"LOC105335981" 25.2871440746316 1.71124217687781 0.517634944505483 3.47197475890988e-05 0.00553356918298191 "proton myo-inositol cotransporter" "genome" "control_ploidy"
"LOC105322860" 47.8004024753701 1.6706578739361 0.306000323604621 2.13614082449281e-09 2.38317922807827e-06 "protein l(2)37Cc" "genome" "control_ploidy"
"LOC105347517" 16.8936269816376 1.64920145202587 0.499682213465904 3.50400163299174e-05 0.00553807458094344 "interferon-induced protein 44-like" "genome" "control_ploidy"
"LOC105342487" 26.454193513793 1.59918676136116 0.606848034088894 0.000263386194838967 0.0198229467115708 "uncharacterized protein LOC105342487 isoform X2" "genome" "control_ploidy"
"LOC105317831" 20.306057872434 1.58452448407541 0.500577108670351 5.48568817863068e-05 0.00693610413306063 "uncharacterized protein LOC105317831" "genome" "control_ploidy"
"LOC105318683" 12.9979298026535 1.57519775803993 0.491332042482433 5.09837340101196e-05 0.00666867240852364 "uncharacterized protein LOC105318683" "genome" "control_ploidy"
"LOC109620237" 21.8499439988693 1.56703226906269 0.636483310228202 0.000414718197371979 0.0261313798383952 "uncharacterized protein LOC109620237" "genome" "control_ploidy"
"LOC105346023" 16.9506365685841 1.56679610247717 0.559118760894863 0.000173714941709448 0.0147936885045084 "fatty acid hydroxylase domain-containing protein 2" "genome" "control_ploidy"
"LOC105328254" 69.4243280772224 1.5510146868685 0.572056078589833 0.000216499418817576 0.0171804517878416 "uncharacterized protein LOC105328254 isoform X1" "genome" "control_ploidy"
"LOC105343223" 73.289792551438 1.54214774255759 0.421720734908661 9.96541222014161e-06 0.00212321333242851 "heavy metal-binding protein HIP-like" "genome" "control_ploidy"
"LOC105341972" 57.8121305168 1.51638892965789 0.339804290332974 3.5129875961126e-07 0.000174570088609817 "uncharacterized protein LOC105341972 isoform X1" "genome" "control_ploidy"
"LOC117692358" 13.6367737166441 1.50450841356936 0.395670928673306 6.25426224070823e-06 0.0014827292207159 "uncharacterized protein LOC117692358" "genome" "control_ploidy"
"LOC105332536" 8.38975486310002 1.50208948051417 0.704697966069813 0.000887199891886261 0.0415055420719158 "complement C1q-like protein 4" "genome" "control_ploidy"
"LOC105330180" 14.4874165740574 -1.50690560315812 0.5776196881006 0.000297380444067325 0.0212834622723807 "uncharacterized protein LOC105330180" "genome" "control_ploidy"
