gene,padj,log2FoldChange,description,product_accession,GeneID,genomic_accession,start,end,GOID,GOterm,GOSlim,GOcat
LOC105321541,0.0000000000000000174062647994605,3.1599694193965,uncharacterized protein LOC105321541,XM_011419855.3,105321541,NC_047565.1,41433225,41436875,GO:0004842,ubiquitin-protein ligase activity,other molecular function,F
LOC105321541,0.0000000000000000174062647994605,3.1599694193965,uncharacterized protein LOC105321541,XM_011419855.3,105321541,NC_047565.1,41433225,41436875,GO:0008270,zinc ion binding,other molecular function,F
LOC105321541,0.0000000000000000174062647994605,3.1599694193965,uncharacterized protein LOC105321541,XM_011419855.3,105321541,NC_047565.1,41433225,41436875,GO:0031624,ubiquitin conjugating enzyme binding,other molecular function,F
LOC105343216,0.000940785516296465,3.07993646560714,heat shock protein 27,XM_011450479.3,105343216,NW_022994901.1,45618,46405,GO:0005212,structural constituent of eye lens,other molecular function,F
LOC105343216,0.000940785516296465,3.07993646560714,heat shock protein 27,XM_011450479.3,105343216,NW_022994901.1,45618,46405,GO:0042803,protein homodimerization activity,other molecular function,F
LOC105343216,0.000940785516296465,3.07993646560714,heat shock protein 27,XM_011450479.3,105343216,NW_022994901.1,45618,46405,GO:0051082,unfolded protein binding,other molecular function,F
LOC105343216,0.000940785516296465,3.07993646560714,heat shock protein 27,XM_011450479.3,105343216,NW_022994901.1,45618,46405,GO:0051087,chaperone binding,other molecular function,F
LOC117690570,0.00459033264669537,2.90510996597142,uncharacterized protein LOC117690570 isoform X2,XM_034475023.1,117690570,NC_047562.1,1915726,1921856,GO:0004842,ubiquitin-protein ligase activity,other molecular function,F
LOC117690570,0.00459033264669537,2.90510996597142,uncharacterized protein LOC117690570 isoform X2,XM_034475023.1,117690570,NC_047562.1,1915726,1921856,GO:0008270,zinc ion binding,other molecular function,F
LOC117690570,0.00459033264669537,2.90510996597142,uncharacterized protein LOC117690570 isoform X2,XM_034475023.1,117690570,NC_047562.1,1915726,1921856,GO:0017022,myosin binding,cytoskeletal activity,F
LOC117690570,0.00459033264669537,2.90510996597142,uncharacterized protein LOC117690570 isoform X2,XM_034475022.1,117690570,NC_047562.1,1915726,1921619,GO:0004842,ubiquitin-protein ligase activity,other molecular function,F
LOC117690570,0.00459033264669537,2.90510996597142,uncharacterized protein LOC117690570 isoform X2,XM_034475022.1,117690570,NC_047562.1,1915726,1921619,GO:0008270,zinc ion binding,other molecular function,F
LOC117690570,0.00459033264669537,2.90510996597142,uncharacterized protein LOC117690570 isoform X2,XM_034475022.1,117690570,NC_047562.1,1915726,1921619,GO:0017022,myosin binding,cytoskeletal activity,F
LOC105328062,0.000000289960900064594,2.85609606938485,baculoviral IAP repeat-containing protein 2,XM_011428813.3,105328062,NC_047563.1,22904763,22907173,GO:0016740,transferase activity,other molecular function,F
