gene,padj,log2FoldChange,description,product_accession,GeneID,genomic_accession,start,end,GOID,GOterm,GOSlim,GOcat
LOC105348135,0.0000022501118006338,3.65918949956071,uncharacterized protein LOC105348135,XM_011457448.3,105348135,NC_047563.1,34551793,34553312,GO:0005581,collagen,extracellular matrix,C
LOC105348135,0.0000022501118006338,3.65918949956071,uncharacterized protein LOC105348135,XM_011457448.3,105348135,NC_047563.1,34551793,34553312,GO:0005615,extracellular space,non-structural extracellular,C
LOC105348135,0.0000022501118006338,3.65918949956071,uncharacterized protein LOC105348135,XM_011457448.3,105348135,NC_047563.1,34551793,34553312,GO:0005623,cell,other cellular component,C
LOC105348135,0.0000022501118006338,3.65918949956071,uncharacterized protein LOC105348135,XM_011457448.3,105348135,NC_047563.1,34551793,34553312,GO:0016020,membrane,other membranes,C
LOC105348135,0.0000022501118006338,3.65918949956071,uncharacterized protein LOC105348135,XM_011457448.3,105348135,NC_047563.1,34551793,34553312,GO:0070062,extracellular vesicular exosome,non-structural extracellular,C
LOC105348135,0.0000022501118006338,3.65918949956071,uncharacterized protein LOC105348135,XM_034476074.1,105348135,NC_047563.1,34551834,34553312,GO:0005581,collagen,extracellular matrix,C
LOC105348135,0.0000022501118006338,3.65918949956071,uncharacterized protein LOC105348135,XM_034476074.1,105348135,NC_047563.1,34551834,34553312,GO:0005615,extracellular space,non-structural extracellular,C
LOC105348135,0.0000022501118006338,3.65918949956071,uncharacterized protein LOC105348135,XM_034476074.1,105348135,NC_047563.1,34551834,34553312,GO:0005623,cell,other cellular component,C
LOC105348135,0.0000022501118006338,3.65918949956071,uncharacterized protein LOC105348135,XM_034476074.1,105348135,NC_047563.1,34551834,34553312,GO:0016020,membrane,other membranes,C
LOC105348135,0.0000022501118006338,3.65918949956071,uncharacterized protein LOC105348135,XM_034476074.1,105348135,NC_047563.1,34551834,34553312,GO:0070062,extracellular vesicular exosome,non-structural extracellular,C
LOC105321541,0.0000000000000000174062647994605,3.1599694193965,uncharacterized protein LOC105321541,XM_011419855.3,105321541,NC_047565.1,41433225,41436875,GO:0000151,ubiquitin ligase complex,other cellular component,C
LOC105321541,0.0000000000000000174062647994605,3.1599694193965,uncharacterized protein LOC105321541,XM_011419855.3,105321541,NC_047565.1,41433225,41436875,GO:0005737,cytoplasm,other cellular component,C
LOC105343216,0.000940785516296465,3.07993646560714,heat shock protein 27,XM_011450479.3,105343216,NW_022994901.1,45618,46405,GO:0005576,extracellular region,non-structural extracellular,C
LOC105343216,0.000940785516296465,3.07993646560714,heat shock protein 27,XM_011450479.3,105343216,NW_022994901.1,45618,46405,GO:0005634,nucleus,nucleus,C
LOC105343216,0.000940785516296465,3.07993646560714,heat shock protein 27,XM_011450479.3,105343216,NW_022994901.1,45618,46405,GO:0005737,cytoplasm,other cellular component,C
LOC105343643,0.0000202438097015603,3.0226836324137,complement C1q tumor necrosis factor-related protein 7,XM_011451083.3,105343643,NC_047565.1,15103715,15105188,GO:0005604,basement membrane,extracellular matrix,C
LOC105343643,0.0000202438097015603,3.0226836324137,complement C1q tumor necrosis factor-related protein 7,XM_011451083.3,105343643,NC_047565.1,15103715,15105188,GO:0005615,extracellular space,non-structural extracellular,C
LOC105343643,0.0000202438097015603,3.0226836324137,complement C1q tumor necrosis factor-related protein 7,XM_011451083.3,105343643,NC_047565.1,15103715,15105188,GO:0031012,extracellular matrix,non-structural extracellular,C
LOC105343643,0.0000202438097015603,3.0226836324137,complement C1q tumor necrosis factor-related protein 7,XM_011451083.3,105343643,NC_047565.1,15103715,15105188,GO:0070062,extracellular vesicular exosome,non-structural extracellular,C
LOC117690570,0.00459033264669537,2.90510996597142,uncharacterized protein LOC117690570 isoform X2,XM_034475023.1,117690570,NC_047562.1,1915726,1921856,GO:0005737,cytoplasm,other cellular component,C
LOC117690570,0.00459033264669537,2.90510996597142,uncharacterized protein LOC117690570 isoform X2,XM_034475022.1,117690570,NC_047562.1,1915726,1921619,GO:0005737,cytoplasm,other cellular component,C
LOC105328062,0.000000289960900064594,2.85609606938485,baculoviral IAP repeat-containing protein 2,XM_011428813.3,105328062,NC_047563.1,22904763,22907173,GO:0005737,cytoplasm,other cellular component,C
LOC117680708,0.00000000000000000000000000000000000000994124082812012,2.71558347790777,serine/arginine-rich splicing factor 1-like,XM_034443058.1,117680708,NC_047564.1,44693294,44695153,GO:0005737,cytoplasm,other cellular component,C
LOC117680708,0.00000000000000000000000000000000000000994124082812012,2.71558347790777,serine/arginine-rich splicing factor 1-like,XM_034443058.1,117680708,NC_047564.1,44693294,44695153,GO:0016607,nuclear speck,nucleus,C
LOC105341931,0.00000786411031826232,2.71315208685308,ras-related protein Rab-11A,XM_011448692.3,105341931,NC_047559.1,51432122,51435676,GO:0000922,spindle pole,cytoskeleton,C
LOC105341931,0.00000786411031826232,2.71315208685308,ras-related protein Rab-11A,XM_011448692.3,105341931,NC_047559.1,51432122,51435676,GO:0005739,mitochondrion,mitochondrion,C
LOC105341931,0.00000786411031826232,2.71315208685308,ras-related protein Rab-11A,XM_011448692.3,105341931,NC_047559.1,51432122,51435676,GO:0005771,multivesicular body,other cytoplasmic organelle,C
LOC105341931,0.00000786411031826232,2.71315208685308,ras-related protein Rab-11A,XM_011448692.3,105341931,NC_047559.1,51432122,51435676,GO:0005802,trans-Golgi network,ER/Golgi,C
LOC105341931,0.00000786411031826232,2.71315208685308,ras-related protein Rab-11A,XM_011448692.3,105341931,NC_047559.1,51432122,51435676,GO:0005813,centrosome,cytoskeleton,C
LOC105341931,0.00000786411031826232,2.71315208685308,ras-related protein Rab-11A,XM_011448692.3,105341931,NC_047559.1,51432122,51435676,GO:0005828,kinetochore microtubule,cytoskeleton,C
LOC105341931,0.00000786411031826232,2.71315208685308,ras-related protein Rab-11A,XM_011448692.3,105341931,NC_047559.1,51432122,51435676,GO:0005886,plasma membrane,other membranes,C
LOC105341931,0.00000786411031826232,2.71315208685308,ras-related protein Rab-11A,XM_011448692.3,105341931,NC_047559.1,51432122,51435676,GO:0005886,plasma membrane,plasma membrane,C
LOC105341931,0.00000786411031826232,2.71315208685308,ras-related protein Rab-11A,XM_011448692.3,105341931,NC_047559.1,51432122,51435676,GO:0030424,axon,other cellular component,C
LOC105341931,0.00000786411031826232,2.71315208685308,ras-related protein Rab-11A,XM_011448692.3,105341931,NC_047559.1,51432122,51435676,GO:0032154,cleavage furrow,other cellular component,C
LOC105341931,0.00000786411031826232,2.71315208685308,ras-related protein Rab-11A,XM_011448692.3,105341931,NC_047559.1,51432122,51435676,GO:0043234,protein complex,other cellular component,C
LOC105341931,0.00000786411031826232,2.71315208685308,ras-related protein Rab-11A,XM_011448692.3,105341931,NC_047559.1,51432122,51435676,GO:0045335,phagocytic vesicle,other cellular component,C
LOC105341931,0.00000786411031826232,2.71315208685308,ras-related protein Rab-11A,XM_011448692.3,105341931,NC_047559.1,51432122,51435676,GO:0048471,perinuclear region of cytoplasm,other cellular component,C
LOC105341931,0.00000786411031826232,2.71315208685308,ras-related protein Rab-11A,XM_011448692.3,105341931,NC_047559.1,51432122,51435676,GO:0055037,recycling endosome,other cytoplasmic organelle,C
