"gene" "baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj" "description" "feature" "treatment"
"LOC117688394" 4.57024270451862 5.75929574224616 1.20598377485868 4.7755996907347 1.79172501688469e-06 0.000296359940829672 "uncharacterized protein LOC117688394" "genome" "triploid_heat"
"LOC117687184" 6.42416735826229 4.56027007369668 0.931715843493061 4.89448591600626 9.85630346563724e-07 0.000175226370225592 "uncharacterized protein LOC117687184" "genome" "triploid_heat"
"LOC117691401" 6.28275778123328 4.47778672346077 1.01718095540895 4.4021535201281 1.0718167033622e-05 0.00130525838135449 "deleted in malignant brain tumors 1 protein-like" "genome" "triploid_heat"
"LOC105327005" 83.5171506213858 4.38410748527998 0.716636654704361 6.11761547012772 9.49859304225204e-10 4.53623004190374e-07 "transient receptor potential cation channel subfamily M member 2-like" "genome" "triploid_heat"
"LOC105348135" 147.35368388978 4.35607642755961 0.680949224519624 6.39706496564792 1.58391949164836e-10 9.4092544240457e-08 "uncharacterized protein LOC105348135" "genome" "triploid_heat"
"LOC105339307" 5.71338273224249 4.21260756935912 1.06629894809538 3.95068153905961 7.7928961241414e-05 0.00573425311177003 "uncharacterized protein LOC105339307 isoform X1" "genome" "triploid_heat"
"LOC117683105" 2.91408047458147 4.06361749400766 1.08247116699195 3.75401915350773 0.000174021557526197 0.00964281205270884 "uncharacterized protein LOC117683105" "genome" "triploid_heat"
"LOC117681374" 14.1528861862384 3.79029436838709 0.624804568204454 6.0663678872892 1.30835252676485e-09 6.01249700790276e-07 "uncharacterized protein LOC117681374 isoform X1" "genome" "triploid_heat"
"LOC105319646" 76.6895129521097 3.66850375208699 0.630343011213991 5.81985313840752 5.88993566141059e-09 2.31379472531155e-06 "C-type lectin domain family 4 member M isoform X7" "genome" "triploid_heat"
"LOC117687101" 27.1727376730457 3.50290223617255 0.540901107776566 6.47604929221094 9.41553000246492e-11 6.03485917736936e-08 "uncharacterized protein LOC117687101" "genome" "triploid_heat"
"LOC105344998" 88.6531302617077 3.44457305105387 0.473558413905507 7.27380815102822 3.49492244644938e-13 3.54676379607171e-10 "uncharacterized protein LOC105344998 isoform X2" "genome" "triploid_heat"
"LOC117692198" 2.88750945028697 3.35147475518441 0.993063754047967 3.37488377913602 0.000738468701683503 0.026161533861929 "uncharacterized protein LOC117692198" "genome" "triploid_heat"
"LOC105343642" 15.872882736796 3.26812548682043 0.691739819225496 4.72450102768347 2.30681049146154e-06 0.000362481782774433 "cerebellin-2-like" "genome" "triploid_heat"
"LOC105342100" 5.34958729930911 3.05747157638131 0.894716184283511 3.41725301284198 0.000632564619427172 0.0236299752619144 "centromere protein F-like" "genome" "triploid_heat"
"LOC105322659" 4.66068823653656 2.9270079025689 0.904783324299948 3.23503741056854 0.00121626793523077 0.0372621658245039 "dual specificity protein kinase splA" "genome" "triploid_heat"
"LOC117691990" 5.33558739923285 2.92590419689942 0.690327997259604 4.2384260938487 2.25092256697086e-05 0.00229386903937834 "uncharacterized protein LOC117691990" "genome" "triploid_heat"
"LOC117690219" 5.62146955876912 2.91822645196316 0.725726146520799 4.02111246226062 5.79239409226841e-05 0.00462555903315703 "uncharacterized protein LOC117690219 isoform X2" "genome" "triploid_heat"
"LOC105338306" 4.54803814564703 2.90063546861579 0.912336637183317 3.17934778720606 0.00147606870381767 0.0414743984908969 "ADP-ribosylation factor" "genome" "triploid_heat"
"LOC105317856" 4.42359971952096 2.89892130337321 0.676922656551198 4.28250003943244 1.84805099370245e-05 0.00195137513696489 "uncharacterized protein LOC105317856" "genome" "triploid_heat"
"LOC105318237" 162.101799809288 2.65763761151914 0.587780843323322 4.52147708062892 6.14096098900409e-06 0.000821809043121887 "trichohyalin isoform X1" "genome" "triploid_heat"
"LOC105327001" 5.67618601168235 2.63145697967818 0.591776045817481 4.44671087698908 8.71950680665862e-06 0.00111978221483449 "glutathione-specific gamma-glutamylcyclotransferase 2" "genome" "triploid_heat"
"LOC117687174" 10.42473714484 2.61444656269877 0.632684021541685 4.13231008478458 3.591354727343e-05 0.00327291473167913 "uncharacterized protein LOC117687174" "genome" "triploid_heat"
"LOC105318831" 66.2994982264048 2.612523886483 0.464776108051748 5.62103740107079 1.89814170117147e-08 6.34043735116e-06 "epithelial membrane protein 3" "genome" "triploid_heat"
"LOC105324591" 24.8956877369051 2.6016527145813 0.737966494697673 3.52543473623031 0.000422788338262911 0.0180025048369431 "multiple epidermal growth factor-like domains protein 11 isoform X1" "genome" "triploid_heat"
"LOC117692755" 83.9923866651415 2.56976746735268 0.461488449558404 5.56843290403406 2.57040569719454e-08 8.2374738369566e-06 "uncharacterized protein LOC117692755" "genome" "triploid_heat"
"LOC117683005" 10.3403217517697 2.56736669672234 0.680492763634671 3.77280528746468 0.000161422263885302 0.00938329512933276 "uncharacterized protein LOC117683005" "genome" "triploid_heat"
"LOC117690261" 6.7037449942827 2.54293192704647 0.615117296291843 4.13406019043232 3.56410066381638e-05 0.00327291473167913 "uncharacterized protein LOC117690261" "genome" "triploid_heat"
"LOC117685359" 2.86430746403315 2.5164942284299 0.799596045331841 3.1472069467096 0.00164838249738812 0.0444606911477132 "uncharacterized protein LOC117685359" "genome" "triploid_heat"
"LOC117687006" 5.39392306117506 2.5144833651948 0.741826888774033 3.3895823988671 0.000699991682456804 0.0252426122316521 "cerebellin-3-like" "genome" "triploid_heat"
