gene,padj,log2FoldChange,description,product_accession,GeneID,genomic_accession,start,end,GOID,GOterm,GOSlim,GOcat
LOC105324591,0.00000121992525922614,3.86318641178389,multiple epidermal growth factor-like domains protein 11 isoform X1,XM_011423706.3,105324591,NC_047560.1,19150925,19155722,GO:0042803,protein homodimerization activity,other molecular function,F
LOC105324591,0.00000121992525922614,3.86318641178389,multiple epidermal growth factor-like domains protein 11 isoform X1,XM_011423706.3,105324591,NC_047560.1,19150925,19155722,GO:0046982,protein heterodimerization activity,other molecular function,F
LOC105324591,0.00000121992525922614,3.86318641178389,multiple epidermal growth factor-like domains protein 11 isoform X1,XM_011423706.3,105324591,NC_047560.1,19150925,19155722,GO:0050839,cell adhesion molecule binding,other molecular function,F
LOC105324591,0.00000121992525922614,3.86318641178389,multiple epidermal growth factor-like domains protein 11 isoform X1,XM_011423704.3,105324591,NC_047560.1,19150925,19155722,GO:0042803,protein homodimerization activity,other molecular function,F
LOC105324591,0.00000121992525922614,3.86318641178389,multiple epidermal growth factor-like domains protein 11 isoform X1,XM_011423704.3,105324591,NC_047560.1,19150925,19155722,GO:0046982,protein heterodimerization activity,other molecular function,F
LOC105324591,0.00000121992525922614,3.86318641178389,multiple epidermal growth factor-like domains protein 11 isoform X1,XM_011423704.3,105324591,NC_047560.1,19150925,19155722,GO:0050839,cell adhesion molecule binding,other molecular function,F
LOC105324591,0.00000121992525922614,3.86318641178389,multiple epidermal growth factor-like domains protein 11 isoform X1,XM_034464519.1,105324591,NC_047560.1,19150925,19154982,GO:0042803,protein homodimerization activity,other molecular function,F
LOC105324591,0.00000121992525922614,3.86318641178389,multiple epidermal growth factor-like domains protein 11 isoform X1,XM_034464519.1,105324591,NC_047560.1,19150925,19154982,GO:0046982,protein heterodimerization activity,other molecular function,F
LOC105324591,0.00000121992525922614,3.86318641178389,multiple epidermal growth factor-like domains protein 11 isoform X1,XM_034464519.1,105324591,NC_047560.1,19150925,19154982,GO:0050839,cell adhesion molecule binding,other molecular function,F
LOC117685768,0.00000551020834228452,3.41437256484218,uncharacterized protein LOC117685768 isoform X2,XM_034460291.1,117685768,NW_022994844.1,17222,25999,GO:0005198,structural molecule activity,other molecular function,F
LOC117685768,0.00000551020834228452,3.41437256484218,uncharacterized protein LOC117685768 isoform X2,XM_034460291.1,117685768,NW_022994844.1,17222,25999,GO:0030674,protein binding, bridging,other molecular function,F
LOC117685768,0.00000551020834228452,3.41437256484218,uncharacterized protein LOC117685768 isoform X2,XM_034460290.1,117685768,NW_022994844.1,17222,25997,GO:0005198,structural molecule activity,other molecular function,F
LOC117685768,0.00000551020834228452,3.41437256484218,uncharacterized protein LOC117685768 isoform X2,XM_034460290.1,117685768,NW_022994844.1,17222,25997,GO:0030674,protein binding, bridging,other molecular function,F
LOC117685768,0.00000551020834228452,3.41437256484218,uncharacterized protein LOC117685768 isoform X2,XM_034460289.1,117685768,NW_022994844.1,17222,25997,GO:0005198,structural molecule activity,other molecular function,F
LOC117685768,0.00000551020834228452,3.41437256484218,uncharacterized protein LOC117685768 isoform X2,XM_034460289.1,117685768,NW_022994844.1,17222,25997,GO:0030674,protein binding, bridging,other molecular function,F
LOC117690820,0.000029118588165147,2.82800999509135,integrase/recombinase xerD homolog,XM_034475531.1,117690820,NC_047563.1,56193062,56197366,GO:0003677,DNA binding,nucleic acid binding activity,F
LOC105325293,0.00348539272377142,2.5232771069346,uncharacterized protein LOC105325293,XM_011424800.3,105325293,NC_047560.1,57835318,57844016,GO:0004748,ribonucleoside-diphosphate reductase activity,other molecular function,F
LOC105326104,0.0100549239859032,2.51928656220293,cytochrome P450 2B2-like,XM_034450126.1,105326104,NC_047566.1,44493918,44500506,GO:0005506,iron ion binding,other molecular function,F
LOC105326104,0.0100549239859032,2.51928656220293,cytochrome P450 2B2-like,XM_034450126.1,105326104,NC_047566.1,44493918,44500506,GO:0016712,oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen,other molecular function,F
LOC105326104,0.0100549239859032,2.51928656220293,cytochrome P450 2B2-like,XM_034450126.1,105326104,NC_047566.1,44493918,44500506,GO:0020037,heme binding,other molecular function,F
