gene,padj,log2FoldChange,description,product_accession,GeneID,genomic_accession,start,end,GOID,GOterm,GOSlim,GOcat
LOC105324591,0.00000121992525922614,3.86318641178389,multiple epidermal growth factor-like domains protein 11 isoform X1,XM_011423706.3,105324591,NC_047560.1,19150925,19155722,GO:0005887,integral to plasma membrane,other membranes,C
LOC105324591,0.00000121992525922614,3.86318641178389,multiple epidermal growth factor-like domains protein 11 isoform X1,XM_011423706.3,105324591,NC_047560.1,19150925,19155722,GO:0005887,integral to plasma membrane,plasma membrane,C
LOC105324591,0.00000121992525922614,3.86318641178389,multiple epidermal growth factor-like domains protein 11 isoform X1,XM_011423706.3,105324591,NC_047560.1,19150925,19155722,GO:0016020,membrane,other membranes,C
LOC105324591,0.00000121992525922614,3.86318641178389,multiple epidermal growth factor-like domains protein 11 isoform X1,XM_011423706.3,105324591,NC_047560.1,19150925,19155722,GO:0030424,axon,other cellular component,C
LOC105324591,0.00000121992525922614,3.86318641178389,multiple epidermal growth factor-like domains protein 11 isoform X1,XM_011423706.3,105324591,NC_047560.1,19150925,19155722,GO:0043005,neuron projection,other cellular component,C
LOC105324591,0.00000121992525922614,3.86318641178389,multiple epidermal growth factor-like domains protein 11 isoform X1,XM_011423704.3,105324591,NC_047560.1,19150925,19155722,GO:0005887,integral to plasma membrane,other membranes,C
LOC105324591,0.00000121992525922614,3.86318641178389,multiple epidermal growth factor-like domains protein 11 isoform X1,XM_011423704.3,105324591,NC_047560.1,19150925,19155722,GO:0005887,integral to plasma membrane,plasma membrane,C
LOC105324591,0.00000121992525922614,3.86318641178389,multiple epidermal growth factor-like domains protein 11 isoform X1,XM_011423704.3,105324591,NC_047560.1,19150925,19155722,GO:0016020,membrane,other membranes,C
LOC105324591,0.00000121992525922614,3.86318641178389,multiple epidermal growth factor-like domains protein 11 isoform X1,XM_011423704.3,105324591,NC_047560.1,19150925,19155722,GO:0030424,axon,other cellular component,C
LOC105324591,0.00000121992525922614,3.86318641178389,multiple epidermal growth factor-like domains protein 11 isoform X1,XM_011423704.3,105324591,NC_047560.1,19150925,19155722,GO:0043005,neuron projection,other cellular component,C
LOC105324591,0.00000121992525922614,3.86318641178389,multiple epidermal growth factor-like domains protein 11 isoform X1,XM_034464519.1,105324591,NC_047560.1,19150925,19154982,GO:0005887,integral to plasma membrane,other membranes,C
LOC105324591,0.00000121992525922614,3.86318641178389,multiple epidermal growth factor-like domains protein 11 isoform X1,XM_034464519.1,105324591,NC_047560.1,19150925,19154982,GO:0005887,integral to plasma membrane,plasma membrane,C
LOC105324591,0.00000121992525922614,3.86318641178389,multiple epidermal growth factor-like domains protein 11 isoform X1,XM_034464519.1,105324591,NC_047560.1,19150925,19154982,GO:0016020,membrane,other membranes,C
