gene,padj,log2FoldChange,description,product_accession,GeneID,genomic_accession,start,end,GOID,GOterm,GOSlim,GOcat
LOC105346578,0.000000000479987688525577,4.80862455127903,major egg antigen,XM_011455219.3,105346578,NC_047563.1,23478623,23479833,GO:0005829,cytosol,cytosol,C
LOC105348135,0.00000169097501732312,4.06761540733363,uncharacterized protein LOC105348135,XM_011457448.3,105348135,NC_047563.1,34551793,34553312,GO:0005581,collagen,extracellular matrix,C
LOC105348135,0.00000169097501732312,4.06761540733363,uncharacterized protein LOC105348135,XM_011457448.3,105348135,NC_047563.1,34551793,34553312,GO:0005615,extracellular space,non-structural extracellular,C
LOC105348135,0.00000169097501732312,4.06761540733363,uncharacterized protein LOC105348135,XM_011457448.3,105348135,NC_047563.1,34551793,34553312,GO:0005623,cell,other cellular component,C
LOC105348135,0.00000169097501732312,4.06761540733363,uncharacterized protein LOC105348135,XM_011457448.3,105348135,NC_047563.1,34551793,34553312,GO:0016020,membrane,other membranes,C
LOC105348135,0.00000169097501732312,4.06761540733363,uncharacterized protein LOC105348135,XM_011457448.3,105348135,NC_047563.1,34551793,34553312,GO:0070062,extracellular vesicular exosome,non-structural extracellular,C
LOC105348135,0.00000169097501732312,4.06761540733363,uncharacterized protein LOC105348135,XM_034476074.1,105348135,NC_047563.1,34551834,34553312,GO:0005581,collagen,extracellular matrix,C
LOC105348135,0.00000169097501732312,4.06761540733363,uncharacterized protein LOC105348135,XM_034476074.1,105348135,NC_047563.1,34551834,34553312,GO:0005615,extracellular space,non-structural extracellular,C
LOC105348135,0.00000169097501732312,4.06761540733363,uncharacterized protein LOC105348135,XM_034476074.1,105348135,NC_047563.1,34551834,34553312,GO:0005623,cell,other cellular component,C
LOC105348135,0.00000169097501732312,4.06761540733363,uncharacterized protein LOC105348135,XM_034476074.1,105348135,NC_047563.1,34551834,34553312,GO:0016020,membrane,other membranes,C
LOC105348135,0.00000169097501732312,4.06761540733363,uncharacterized protein LOC105348135,XM_034476074.1,105348135,NC_047563.1,34551834,34553312,GO:0070062,extracellular vesicular exosome,non-structural extracellular,C
LOC105343216,0.000000000740891742855696,3.48583841147549,heat shock protein 27,XM_011450479.3,105343216,NW_022994901.1,45618,46405,GO:0005576,extracellular region,non-structural extracellular,C
LOC105343216,0.000000000740891742855696,3.48583841147549,heat shock protein 27,XM_011450479.3,105343216,NW_022994901.1,45618,46405,GO:0005634,nucleus,nucleus,C
LOC105343216,0.000000000740891742855696,3.48583841147549,heat shock protein 27,XM_011450479.3,105343216,NW_022994901.1,45618,46405,GO:0005737,cytoplasm,other cellular component,C
LOC105334580,0.00000000148062867456543,3.47873712164228,BAG family molecular chaperone regulator 3,XM_011438102.3,105334580,NC_047559.1,54643072,54645125,GO:0005634,nucleus,nucleus,C
LOC105334580,0.00000000148062867456543,3.47873712164228,BAG family molecular chaperone regulator 3,XM_011438102.3,105334580,NC_047559.1,54643072,54645125,GO:0005829,cytosol,cytosol,C
LOC105334580,0.00000000148062867456543,3.47873712164228,BAG family molecular chaperone regulator 3,XM_011438102.3,105334580,NC_047559.1,54643072,54645125,GO:0005886,plasma membrane,other membranes,C
LOC105334580,0.00000000148062867456543,3.47873712164228,BAG family molecular chaperone regulator 3,XM_011438102.3,105334580,NC_047559.1,54643072,54645125,GO:0005886,plasma membrane,plasma membrane,C
LOC105327005,0.0000460685578757799,3.24310339618602,transient receptor potential cation channel subfamily M member 2-like,XM_034463160.1,105327005,NC_047560.1,11210992,11259945,GO:0005765,lysosomal membrane,other cytoplasmic organelle,C
LOC105327005,0.0000460685578757799,3.24310339618602,transient receptor potential cation channel subfamily M member 2-like,XM_034463160.1,105327005,NC_047560.1,11210992,11259945,GO:0005765,lysosomal membrane,other membranes,C
LOC105327005,0.0000460685578757799,3.24310339618602,transient receptor potential cation channel subfamily M member 2-like,XM_034463160.1,105327005,NC_047560.1,11210992,11259945,GO:0005886,plasma membrane,other membranes,C
LOC105327005,0.0000460685578757799,3.24310339618602,transient receptor potential cation channel subfamily M member 2-like,XM_034463160.1,105327005,NC_047560.1,11210992,11259945,GO:0005886,plasma membrane,plasma membrane,C
LOC105327005,0.0000460685578757799,3.24310339618602,transient receptor potential cation channel subfamily M member 2-like,XM_034463160.1,105327005,NC_047560.1,11210992,11259945,GO:0005887,integral to plasma membrane,other membranes,C
LOC105327005,0.0000460685578757799,3.24310339618602,transient receptor potential cation channel subfamily M member 2-like,XM_034463160.1,105327005,NC_047560.1,11210992,11259945,GO:0005887,integral to plasma membrane,plasma membrane,C
LOC105327005,0.0000460685578757799,3.24310339618602,transient receptor potential cation channel subfamily M member 2-like,XM_034463160.1,105327005,NC_047560.1,11210992,11259945,GO:0030659,cytoplasmic vesicle membrane,other membranes,C
LOC105327005,0.0000460685578757799,3.24310339618602,transient receptor potential cation channel subfamily M member 2-like,XM_034463160.1,105327005,NC_047560.1,11210992,11259945,GO:0043005,neuron projection,other cellular component,C
LOC105327005,0.0000460685578757799,3.24310339618602,transient receptor potential cation channel subfamily M member 2-like,XM_034463160.1,105327005,NC_047560.1,11210992,11259945,GO:0043025,cell soma,other cellular component,C
LOC105327005,0.0000460685578757799,3.24310339618602,transient receptor potential cation channel subfamily M member 2-like,XM_034463160.1,105327005,NC_047560.1,11210992,11259945,GO:0043204,perikaryon,other cellular component,C
