gene,padj,log2FoldChange,description,product_accession,GeneID,genomic_accession,start,end,GOID,GOterm,GOSlim,GOcat
LOC105321796,1.58639231758969e-05,-2.90584655270624,uncharacterized protein LOC105321796,XM_034450855.1,105321796,NC_047566.1,29788656,29789630,GO:0003723,RNA binding,nucleic acid binding activity,F
LOC105321796,1.58639231758969e-05,-2.90584655270624,uncharacterized protein LOC105321796,XM_034450855.1,105321796,NC_047566.1,29788656,29789630,GO:0046872,metal ion binding,other molecular function,F
LOC105321620,8.2850074561606e-05,-2.74053077109486,heavy metal-binding protein HIP,XM_011419981.3,105321620,NC_047568.1,1138120,1139579,GO:0046872,metal ion binding,other molecular function,F
LOC105338481,6.85120863448561e-06,-2.50846864766427,uncharacterized protein LOC105338481,XM_034444931.1,105338481,NC_047565.1,47934556,47940323,GO:0030246,carbohydrate binding,other molecular function,F
LOC117681275,0.00194391523524279,-2.417886968179,uncharacterized protein LOC117681275,XM_034444925.1,117681275,NC_047565.1,47860976,47871916,GO:0030246,carbohydrate binding,other molecular function,F
LOC117691193,0.00104029212060219,-2.15118255302749,elongation factor 2-like,XM_034476704.1,117691193,NC_047563.1,15637243,15643250,GO:0003746,translation elongation factor activity,nucleic acid binding activity,F
LOC117691193,0.00104029212060219,-2.15118255302749,elongation factor 2-like,XM_034476704.1,117691193,NC_047563.1,15637243,15643250,GO:0003924,GTPase activity,other molecular function,F
LOC117691193,0.00104029212060219,-2.15118255302749,elongation factor 2-like,XM_034476704.1,117691193,NC_047563.1,15637243,15643250,GO:0005525,GTP binding,other molecular function,F
LOC105326729,5.24231148297083e-05,-1.99164048315355,complement C1q-like protein 3,XM_034469306.1,105326729,NC_047561.1,23746217,23749039,GO:0046872,metal ion binding,other molecular function,F
LOC105326729,5.24231148297083e-05,-1.99164048315355,complement C1q-like protein 3,XM_034469305.1,105326729,NC_047561.1,23746217,23748461,GO:0046872,metal ion binding,other molecular function,F
LOC117682909,0.000142681996327443,-1.90911347951453,heavy metal-binding protein HIP-like isoform X1,XM_034451542.1,117682909,NC_047566.1,17936754,17937694,GO:0046872,metal ion binding,other molecular function,F
LOC117682909,0.000142681996327443,-1.90911347951453,heavy metal-binding protein HIP-like isoform X1,XM_034451543.1,117682909,NC_047566.1,17936754,17937694,GO:0046872,metal ion binding,other molecular function,F
LOC109617704,0.0125317678663276,-1.76519334355505,uncharacterized protein LOC109617704,XM_034471065.1,109617704,NC_047561.1,36809170,36821371,GO:0003677,DNA binding,nucleic acid binding activity,F
LOC109617704,0.0125317678663276,-1.76519334355505,uncharacterized protein LOC109617704,XM_034471065.1,109617704,NC_047561.1,36809170,36821371,GO:0003690,double-stranded DNA binding,nucleic acid binding activity,F
LOC109617704,0.0125317678663276,-1.76519334355505,uncharacterized protein LOC109617704,XM_034471065.1,109617704,NC_047561.1,36809170,36821371,GO:0005524,ATP binding,other molecular function,F
LOC109617704,0.0125317678663276,-1.76519334355505,uncharacterized protein LOC109617704,XM_034471065.1,109617704,NC_047561.1,36809170,36821371,GO:0005525,GTP binding,other molecular function,F
