"gene" "baseMean" "log2FoldChange" "lfcSE" "pvalue" "padj" "cat" "description" "feature" "count" "plus_minus" "analysis"
"LOC105348304" 3559.02173261138 8.93804649400194 0.749537264913072 5.73447180538269e-34 3.65782841559344e-30 "characterized" "heat shock protein 68" "genome" 1 "1" "diploid_desiccation"
"LOC105334510" 3891.67227240446 8.78051438972697 0.698417327825675 1.76726695138358e-37 3.38184203816762e-33 "characterized" "heat shock protein 68" "genome" 1 "1" "diploid_desiccation"
"LOC105348305" 4336.45988926675 8.40874623785678 0.736079802048308 2.08790148402545e-31 9.98852069957776e-28 "characterized" "heat shock protein 68-like" "genome" 1 "1" "diploid_desiccation"
"LOC117680673" 2269.05326526926 8.33515655354566 0.674085513232302 2.71005166340625e-36 2.5929774315471e-32 "characterized" "heat shock protein 68-like" "genome" 1 "1" "diploid_desiccation"
"LOC105346578" 198.598961564323 6.0345836090625 0.815861688528873 6.71130174991186e-15 6.75934054138491e-12 "characterized" "major egg antigen" "genome" 1 "1" "diploid_desiccation"
"LOC105334234" 821.681867906563 5.86412169020115 0.660533647031339 3.75062943084854e-20 8.9715055985897e-17 "characterized" "heat shock protein 70 B2" "genome" 1 "1" "diploid_desiccation"
"LOC105322484" 613.267624979905 5.76994428011915 0.596842378650881 2.39394731136432e-23 9.16211515005351e-20 "characterized" "heat shock protein 68-like" "genome" 1 "1" "diploid_desiccation"
"LOC105343216" 85.0394734837921 5.3647597454131 0.488728945065774 2.86134504318963e-13 2.48884994302167e-10 "characterized" "heat shock protein 27" "genome" 1 "1" "diploid_desiccation"
"LOC105334580" 2224.36171338246 5.13582808210658 0.678809046022148 2.00078520886687e-15 2.55246838379176e-12 "characterized" "BAG family molecular chaperone regulator 3" "genome" 1 "1" "diploid_desiccation"
"LOC105329206" 46.4159430270363 3.2058912706948 0.430431658604309 5.01353826820239e-15 5.43960291558984e-12 "characterized" "alpha-1,2-mannosyltransferase ALG9" "genome" 1 "1" "diploid_desiccation"
"LOC117680358" 150.434186510192 2.81654686978815 0.50344073568551 1.05067820023371e-09 5.58493834435341e-07 "characterized" "baculoviral IAP repeat-containing protein 2-like" "genome" 1 "1" "diploid_desiccation"
"LOC117680708" 56.4296198388199 2.32753711680341 0.267219440163741 1.44019175049482e-19 3.0621677041632e-16 "characterized" "serine/arginine-rich splicing factor 1-like" "genome" 1 "1" "diploid_desiccation"
"LOC105330701" 19.8648173858509 2.08172659445338 0.804555423860435 0.000302143279833817 0.0164897767654335 "characterized" "cathepsin L1" "genome" 1 "1" "diploid_desiccation"
"LOC105328062" 16.0889776596792 2.0268218181628 0.617551978442681 4.01845117887719e-05 0.00392550912922696 "characterized" "baculoviral IAP repeat-containing protein 2" "genome" 1 "1" "diploid_desiccation"
"LOC117691504" 26.6187418237478 1.96784337478718 0.594695906538756 3.52938633502214e-05 0.00357468396469379 "characterized" "synapse differentiation-inducing gene protein 1-like" "genome" 1 "1" "diploid_desiccation"
"LOC105317855" 322.008349072321 1.92705088748081 0.613375981232173 6.37705667294489e-05 0.0055977686464896 "characterized" "intracellular protein transport protein USO1 isoform X1" "genome" 1 "1" "diploid_desiccation"
"LOC105346089" 33.9382385469985 1.85064415266496 0.542155629849894 2.5433527097254e-05 0.00281327152909279 "characterized" "mammalian ependymin-related protein 1-like" "genome" 1 "1" "diploid_desiccation"
"LOC105322528" 13.0553760263174 1.83335381206373 0.570405739072016 5.14280668482593e-05 0.00477731789906937 "characterized" "adenosine 3'-phospho 5'-phosphosulfate transporter 1 isoform X1" "genome" 1 "1" "diploid_desiccation"
"LOC105322366" 20.9854862424091 1.81469188357936 0.51771779075628 1.89068648304671e-05 0.00228988459111278 "characterized" "laccase-2" "genome" 1 "1" "diploid_desiccation"
"LOC105330649" 49.695330298966 1.75696762217801 0.43648193946364 2.54167528225924e-06 0.000496301002054212 "characterized" "galaxin-like" "genome" 1 "1" "diploid_desiccation"
"LOCNA.14" 1491.09069696865 1.75501256576507 0.191634203032734 2.92443401793928e-21 7.99456705246945e-18 "characterized" NA NA 1 "1" "diploid_desiccation"
"LOC105343643" 77.6688817171782 1.70047241559424 0.591666541236991 0.000146091557613813 0.00997359785787222 "characterized" "complement C1q tumor necrosis factor-related protein 7" "genome" 1 "1" "diploid_desiccation"
"LOC105334730" 24.8947799780512 1.64646520876831 0.412208647984403 2.88592152945463e-06 0.000548471993983509 "characterized" "calmodulin-beta" "genome" 1 "1" "diploid_desiccation"
"LOC105343849" 22.0915068026122 1.56826747083433 0.366436167547306 9.07648917240172e-07 0.000209262285304915 "characterized" "carboxylesterase 1C isoform X1" "genome" 1 "1" "diploid_desiccation"
"LOC105325416" 371.64568013546 1.54013428408607 0.241629356436443 9.90989850538882e-12 7.58543271196482e-09 "characterized" "inactive rhomboid protein 2 isoform X2" "genome" 1 "1" "diploid_desiccation"
"LOC105328795" 1395.63215811232 1.53949024447855 0.514426037275132 0.00010924966858324 0.00836240663203553 "characterized" "heat shock protein Hsp-16.2" "genome" 1 "1" "diploid_desiccation"
"LOC105319596" 53.812887604374 1.5358920944246 0.616539119555258 0.000423602767013306 0.0206795240055603 "characterized" "phosphatidylinositol N-acetylglucosaminyltransferase subunit A" "genome" 1 "1" "diploid_desiccation"
"LOC117691751" 256.492155838034 -1.54092219735319 0.7218201961329 0.000798291927888083 0.0329937674558669 "characterized" "complement C1q-like protein 2" "genome" 1 "-1" "diploid_desiccation"
