"gene" "baseMean" "log2FoldChange" "lfcSE" "pvalue" "padj" "cat" "description" "feature" "count" "plus_minus" "analysis"
"LOC105326550" 94.9840053338469 -0.460456521068911 0.196187632163692 0.00226637471596263 0.0374116140685008 "characterized" "AMP deaminase 2 isoform X8" "genome" 1 "-1" "triploid_heat"
"LOC105321259" 22.0258041576636 1.29112632766148 0.362824820260714 1.76486003221202e-05 0.00113030705882468 "characterized" "proline-rich transmembrane protein 1" "genome" 1 "1" "triploid_heat"
"LOC105339380" 19.2559433553811 0.537876388601412 0.201421914978023 0.000773177974791259 0.0176938805769538 "characterized" "RNA-binding motif protein, X-linked 2" "genome" 1 "1" "triploid_heat"
"LOC105325437" 327.282729618999 0.370876423652878 0.137947185632185 0.00144279945214111 0.0274072460296011 "characterized" "nucleoprotein TPR isoform X1" "genome" 1 "1" "triploid_heat"
"LOC105320003" 23.0757357068411 0.540663136831695 0.253035684536909 0.00287754856507883 0.0435766693619697 "characterized" "WD repeat-containing protein 89" "genome" 1 "1" "triploid_heat"
"LOC105345955" 19.3954888443432 0.621145738792398 0.302612186670087 0.00270930676843062 0.0418535706396172 "characterized" "ADP-dependent glucokinase-like" "genome" 1 "1" "triploid_heat"
"LOC105320749" 75.8697551967026 1.57327441653433 0.228357840312941 3.2658444592766e-13 2.2310555944947e-10 "characterized" "2',5'-phosphodiesterase 12 isoform X1" "genome" 1 "1" "triploid_heat"
"LOC105330622" 154.469708907713 -0.503149380970679 0.149877363327367 9.70598718579689e-05 0.00407806226974997 "characterized" "tetratricopeptide repeat protein 25 isoform X9" "genome" 1 "-1" "triploid_heat"
"LOC105333340" 73.1937457139472 -0.437840425287077 0.153230978108029 0.000630998071206068 0.0155183458978612 "characterized" "HAUS augmin-like complex subunit 1 isoform X1" "genome" 1 "-1" "triploid_heat"
"LOC105328488" 32.0683256337681 0.736718452956707 0.249421268454457 0.000212612731349243 0.00706219838659164 "characterized" "LOW QUALITY PROTEIN: neutral alpha-glucosidase AB" "genome" 1 "1" "triploid_heat"
"LOC105326938" 186.142041205009 0.419850339669078 0.163362134719383 0.00157591319710886 0.0290677189206729 "characterized" "buccalin-like" "genome" 1 "1" "triploid_heat"
"LOC105338579" 15.3218818419109 0.821990650768667 0.466342139256016 0.00319749419515338 0.047106853378278 "characterized" "collagen alpha-1(XII) chain" "genome" 1 "1" "triploid_heat"
"LOC105326294" 129.36432539095 0.893284753549787 0.197627387890279 4.15134811450428e-07 4.88332774697727e-05 "characterized" "myeloid-derived growth factor" "genome" 1 "1" "triploid_heat"
"LOC105345449" 76.2218651526586 -1.85055630348249 0.628469674524588 0.000103088649107126 0.00424551158802215 "characterized" "fucolectin-7-like" "genome" 1 "-1" "triploid_heat"
"LOC105340771" 528.769421051612 -0.464004439035565 0.175911403491459 0.00103141584587706 0.0218338133333885 "characterized" "protein unc-93 homolog A isoform X2" "genome" 1 "-1" "triploid_heat"
"LOC105334283" 27.4726236205953 -0.787200006885876 0.460692442695227 0.0033728168372715 0.0485935482850515 "characterized" "integrin beta-3 isoform X1" "genome" 1 "-1" "triploid_heat"
"LOC105337122" 357.986134545191 0.545150198743379 0.234196633816107 0.00181335110559206 0.0323054408868203 "characterized" "peroxidasin isoform X2" "genome" 1 "1" "triploid_heat"
"LOC105345381" 2452.18030978601 -0.428818573069395 0.152755326910318 0.000756729602968852 0.0174222734745735 "characterized" "AP-2 complex subunit mu" "genome" 1 "-1" "triploid_heat"
"LOC105346767" 71.3171149158424 -0.990259669005113 0.178108223834355 1.67798030543324e-09 4.42147810481659e-07 "characterized" "dihydropyrimidine dehydrogenase [NADP(+)] isoform X2" "genome" 1 "-1" "triploid_heat"
"LOC105338755" 329.918652357418 -1.89088652746991 0.201627520820326 3.19177569035425e-22 6.54136695650936e-19 "characterized" "short-chain collagen C4-like" "genome" 1 "-1" "triploid_heat"
"LOC105344085" 2246.79895105356 -1.80632096858176 0.169054418705511 7.45887534585517e-28 2.75157911508597e-24 "characterized" "nucleolin isoform X1" "genome" 1 "-1" "triploid_heat"
"LOC105346646" 213.104599196303 -0.645649222195384 0.286469921865246 0.00153889870456622 0.0287588516775318 "characterized" "methyltransferase-like protein 27 isoform X2" "genome" 1 "-1" "triploid_heat"
"LOC105331718" 241.779830217892 0.673858419365959 0.295210162388863 0.00144805868371511 0.0274506088603547 "characterized" "set1/Ash2 histone methyltransferase complex subunit ASH2 isoform X2" "genome" 1 "1" "triploid_heat"
"LOC105339142" 35.5441033798356 0.399872870081019 0.166111409408357 0.00265176384169517 0.0413455486560164 "characterized" "patched domain-containing protein 3" "genome" 1 "1" "triploid_heat"
"LOC105342540" 13.1928329606772 -0.588601676699072 0.292721398426376 0.00318097189429901 0.0470165313301259 "characterized" "m7GpppX diphosphatase" "genome" 1 "-1" "triploid_heat"
"LOC105330886" 74.048730435272 0.438926753826271 0.182591152179831 0.00223220054133991 0.03717866456818 "characterized" "partner of Y14 and mago" "genome" 1 "1" "triploid_heat"
"LOC105321190" 43.5396215511371 -0.560205082311974 0.206309387788411 0.000619962534457267 0.015349273755791 "characterized" "extensin" "genome" 1 "-1" "triploid_heat"
"LOC105338896" 119.146750330007 0.905720649020103 0.327473945065728 0.000301916769736298 0.00905504848420492 "characterized" "stromelysin-3" "genome" 1 "1" "triploid_heat"
"LOC105320176" 12.3889148965295 -0.867737803044387 0.307719934279326 0.000274435892698327 0.00849316971362575 "characterized" "RING finger and transmembrane domain-containing protein 2-like" "genome" 1 "-1" "triploid_heat"
"LOC105333638" 45.6091326684598 -2.41340975630466 0.484023328604473 2.50362575041793e-08 4.44032470831335e-06 "characterized" "C-type lectin mannose-binding isoform-like isoform X2" "genome" 1 "-1" "triploid_heat"
