"gene" "baseMean" "log2FoldChange" "lfcSE" "pvalue" "padj" "description" "feature"
"LOC105325880" 19.5995817795913 4.53599763193979 1.04741750805994 4.93306906723693e-11 4.10562894902572e-07 "complement C1q-like protein 3" "genome"
"LOC109619112" 14.3837675839321 2.77476693071698 0.692913119001944 1.64466137873032e-09 2.73759368694258e-06 "uncharacterized protein LOC109619112" "genome"
"LOC105323935" 43.8642767362234 2.55315016920416 0.626137207168471 6.39794927530298e-09 8.87466652809804e-06 "uncharacterized protein LOC105323935" "genome"
"LOC105342641" 35.6213499627145 2.31740264111538 0.380739379700025 3.48490953566522e-12 4.35056106432446e-08 "uncharacterized protein LOC105342641" "genome"
"LOC105329989" 17.3584573179294 2.25094237491107 0.427005071029854 4.27094686820168e-10 1.33296251756574e-06 "uncharacterized protein LOC105329989" "genome"
"LOC117685363" 10.8749500336815 2.07521114447214 0.505253937741521 1.19698384070118e-07 9.0564522832203e-05 "uncharacterized protein LOC117685363" "genome"
"LOC105321903" 38.2684679204122 2.04548318657575 0.489906405013904 1.12113768328398e-07 8.74767677382326e-05 "failed axon connections homolog" "genome"
"LOC105347275" 10.0606177685638 2.04040704544044 0.478595839294551 8.65692564023056e-08 7.40804725966313e-05 "double homeobox protein B" "genome"
"LOC117687720" 36.0223443980233 2.03732896708877 0.387637405768604 1.31879845377266e-09 2.73759368694258e-06 "uncharacterized protein LOC117687720" "genome"
"LOC117683057" 15.9013041639599 2.02339366118191 0.499621376885672 1.80505242572042e-07 0.000121806889095642 "fibroleukin-like" "genome"
"LOC117691676" 69.6007148220767 1.97846402935213 0.732404429304707 2.39518369987438e-06 0.000758392859736069 "C-type lectin mannose-binding isoform-like isoform X1" "genome"
"LOC105337372" 59.7261546049402 1.94057874083354 0.365996274367426 1.54059124174731e-09 2.73759368694258e-06 "C1q-related factor" "genome"
"LOC117687133" 15.6199763297651 1.93843666274647 0.77692606048664 3.35929047177588e-06 0.000948376073179755 "uncharacterized protein LOC117687133 isoform X2" "genome"
"LOC105329159" 62.6529047022429 1.93797384151605 0.391975207269565 8.93232133955799e-09 1.11511099603042e-05 "uncharacterized protein LOC105329159" "genome"
"LOC117692019" 13.7537059861264 1.93007887168675 0.390728424695399 9.40122391097428e-09 1.11776075528193e-05 "uncharacterized protein LOC117692019" "genome"
"LOC105332568" 7.12574224610871 1.91704133887841 0.576310569986694 1.44563385603573e-06 0.000555521256244557 "beta-1,3-galactosyltransferase brn" "genome"
"LOC105346227" 13.4543031070472 1.90522731935503 0.399180207503284 2.17588961904725e-08 2.46943690947144e-05 "uncharacterized protein LOC105346227" "genome"
"LOC105341672" 33.5657808239597 1.8941709029102 0.321013110910073 6.71102464922888e-11 4.18902158604867e-07 "uncharacterized protein LOC105341672 isoform X2" "genome"
"LOC105343956" 27.6883822657408 1.85416130902762 0.360065969195792 4.58999176003307e-09 6.7413478979121e-06 "complement C1q-like protein 3" "genome"
"LOC105343006" 64.6351316651772 1.81414671963903 0.637899318896637 4.40999606222645e-06 0.00113514207919247 "transmembrane protein 179-like isoform X2" "genome"
"LOC117690809" 61.8328447322029 1.79761502821389 0.310651492801689 1.83834321425121e-10 6.55710762477489e-07 "uncharacterized protein LOC117690809 isoform X1" "genome"
"LOC105331986" 43.8581976867387 1.76881332161198 0.317156760210299 6.61247940565487e-10 1.65100385800391e-06 "uncharacterized protein LOC105331986" "genome"
"LOC105321376" 172.109596454214 1.72648815255906 1.02597848520376 8.75726045181366e-06 0.00182209399134069 "uncharacterized protein LOC105321376" "genome"
"LOC105334242" 67.4781675994435 1.71958715439913 0.336653171652593 8.88002084701788e-09 1.11511099603042e-05 "chondroitin sulfate synthase 2" "genome"
"LOC109617341" 20.6383413980023 1.71430719319847 0.244821110772087 9.78539641208386e-14 2.4432177761691e-09 "uncharacterized protein LOC109617341" "genome"
"LOC117681874" 15.5536968040856 1.69894142762443 0.379125687842691 1.41403914346475e-07 0.000100873512382936 "complement C1q-like protein 4" "genome"
"LOC117683248" 25.1879048567416 1.68975685406715 0.478803813859409 2.26439194225952e-06 0.000743912342293891 "uncharacterized protein LOC117683248" "genome"
"LOC117692861" 27.9121920175052 1.65883290681144 0.422208016518731 9.40555508409311e-07 0.000411996314630942 "uncharacterized protein LOC117692861" "genome"
"LOC105322775" 8.11293144729324 1.63527972590828 0.491981676715655 4.03252505611851e-06 0.00107110729362944 "uncharacterized protein LOC105322775" "genome"
"LOC105318683" 47.6532204669482 1.63404256872574 0.332796867838212 2.89199029412102e-08 3.13944407233103e-05 "uncharacterized protein LOC105318683" "genome"
"LOC105335514" 16.8759694735031 1.6242660737727 0.490368534918814 4.25778953670756e-06 0.00110738009533869 "ALX homeobox protein 1" "genome"
"LOC105330135" 20.0183587653288 1.59170766932268 0.503335427895224 6.16123118913132e-06 0.00143769738626384 "potassium voltage-gated channel protein Shaw" "genome"
"LOC117688097" 78.7217563752973 1.58297554826262 0.292903977634385 2.99279854584843e-09 4.67026213079648e-06 "uncharacterized protein LOC117688097" "genome"
"LOC105329988" 20.4575687284353 1.53482390743369 0.341705215100656 2.06182781546213e-07 0.000135472939201207 "uncharacterized protein LOC105329988" "genome"
"LOC105326485" 143.163236900105 1.5344148046352 0.389436804639768 1.23569844439293e-06 0.000497627721929075 "uncharacterized protein LOC105326485" "genome"
"LOC105339624" 106.337673233791 1.51640845068558 0.600227734552761 1.99012788110528e-05 0.00338023897519978 "uncharacterized protein LOC105339624" "genome"
"LOC105343725" 928.501181232306 -1.5254398032385 0.39280204232783 1.47113427849624e-06 0.000555521256244557 "galactose-specific lectin nattectin" "genome"
"LOC109619835" 28.1193537398389 -1.52626211234745 0.576937297348803 1.66086165297863e-05 0.0029343378579312 "uncharacterized protein LOC109619835" "genome"
"LOC105335978" 18.1172463241127 -1.53627955365682 0.512792707162162 9.58623330384446e-06 0.00196187764860974 "acetylcholine receptor subunit delta" "genome"
"LOC105317048" 25.1319255904737 -1.54517985410183 0.274710332279459 1.01778195552251e-09 2.31017998777146e-06 "uncharacterized protein LOC105317048" "genome"
"LOC117692086" 34.2844836419972 -1.58391711850352 0.53282053348505 8.65282417078487e-06 0.00182209399134069 "multiple epidermal growth factor-like domains protein 10" "genome"
"LOC105343671" 46.6638884274285 -1.61388176929949 0.535121587636395 7.36209652614942e-06 0.00163386127614014 "uncharacterized protein LOC105343671" "genome"
"LOC105332641" 139.648774577651 -1.63978401699004 0.346869151037805 6.29209476743868e-08 6.28404088613636e-05 "uncharacterized protein LOC105332641" "genome"
"LOC117685458" 95.4828613676843 -1.64303424981225 0.462224414447281 2.46034210343726e-06 0.000758392859736069 "uncharacterized protein LOC117685458" "genome"
"LOC117691374" 27.8368038361319 -1.6892447519202 0.533049962972933 4.48783033671191e-06 0.00114338926374513 "uncharacterized protein LOC117691374" "genome"
