"gene" "baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj" "description" "feature"
"LOC117680673" 9712.22749138836 8.41539138384453 0.754570729574549 11.1525547626124 6.95794729597617e-29 5.76767444521118e-25 "heat shock protein 68-like" "genome"
"LOC105334510" 9353.18753406271 8.35541702848922 0.747932814811779 11.1713470287995 5.6320221433787e-29 5.76767444521118e-25 "heat shock protein 68" "genome"
"LOC105348304" 8371.05249459273 8.2919150557997 0.740436929174222 11.1986784141727 4.13861285839523e-29 5.76767444521118e-25 "heat shock protein 68" "genome"
"LOC105348305" 8464.16628406387 8.2736614646236 0.745500263211983 11.0981335257704 1.28090905547047e-28 7.96341159785994e-25 "heat shock protein 68-like" "genome"
"LOC105322484" 618.298960636279 5.76460904538871 0.539759370743225 10.6799610305072 1.26324677206343e-26 6.2828841455347e-23 "heat shock protein 68-like" "genome"
"LOC105346578" 1308.75706589171 5.42518808721056 0.733975473112822 7.39151141413772 1.45169099214232e-13 2.1235677407409e-10 "major egg antigen" "genome"
"LOC105321886" 1592.7003591964 4.09324505944075 0.474494929133449 8.62653067107815 6.32410476529542e-18 2.24668339004809e-14 "uncharacterized protein LOC105321886" "genome"
"LOC105334234" 444.570432800207 4.08670415871392 0.61353475442492 6.66091713507652 2.7212404844919e-11 2.41685029886945e-08 "heat shock protein 70 B2" "genome"
"LOC105320412" 62.2189135086968 3.99505032561246 0.746689324985551 5.35035146737871 8.77835765246137e-08 3.700003357651e-05 "histone H2A" "genome"
"LOC105334580" 949.521415443477 3.83590538800019 0.51807611013227 7.4041348616149 1.32008218146035e-13 2.1235677407409e-10 "BAG family molecular chaperone regulator 3" "genome"
"LOC105344998" 189.409875213574 3.5339612790218 0.460945096978535 7.66677268548181 1.76377957737654e-14 3.37397465616922e-11 "uncharacterized protein LOC105344998 isoform X2" "genome"
"LOC105320423" 48.8963468881408 3.53240769006374 0.670239561586955 5.27036584008845 1.36152112301531e-07 5.29036051361637e-05 "histone H2A" "genome"
