"gene" "baseMean" "log2FoldChange" "lfcSE" "pvalue" "padj" "cat" "description" "feature" "count" "plus_minus" "analysis"
"LOC105318398" 16.1671606897866 3.76772331521459 0.549822112583466 3.16651190364219e-13 2.00186882548259e-09 "characterized" "latrophilin Cirl-like" "genome" 1 "1" "control_ploidy"
"LOC117691676" 29.4563677434898 3.20943654086138 1.01281035395486 4.4173420336425e-05 0.00607232113741474 "characterized" "C-type lectin mannose-binding isoform-like isoform X1" "genome" 1 "1" "control_ploidy"
"LOC117687700" 40.2778348044053 2.5243377688352 0.614361893463776 1.52059931178093e-06 0.00053406826939328 "characterized" "transient receptor potential cation channel subfamily M member-like 2 isoform X2" "genome" 1 "1" "control_ploidy"
"LOC105321927" 40.4445108045265 2.52061331453732 0.520879469779792 5.474840848947e-08 3.87641048989236e-05 "characterized" "diamine acetyltransferase 2" "genome" 1 "1" "control_ploidy"
"LOC117684731" 31.8791789745093 2.29358133458269 0.597038367263328 4.53845312243347e-06 0.00119550419333435 "characterized" "cell death abnormality protein 1-like" "genome" 1 "1" "control_ploidy"
"LOC105321620" 25.0455733411012 2.08922759654398 0.72531614097211 0.000128805052256879 0.0122145831055198 "characterized" "heavy metal-binding protein HIP" "genome" 1 "1" "control_ploidy"
"LOC105336626" 12.9965440983798 2.08834240367132 0.449590763946324 1.56967140547488e-07 9.30324621132394e-05 "characterized" "complement C1q-like protein 4" "genome" 1 "1" "control_ploidy"
"LOC105344536" 30.5334656205062 2.05540124383638 0.526481267968082 3.70639352686655e-06 0.00106223070703207 "characterized" "complement C1q-like protein 4 isoform X1" "genome" 1 "1" "control_ploidy"
"LOC105317176" 23.6536916416981 2.04435232819584 0.404902204530089 2.10183373074422e-08 1.66097410572062e-05 "characterized" "spindle and kinetochore-associated protein 1" "genome" 1 "1" "control_ploidy"
"LOC117680621" 13.7657274512382 2.04271557610879 0.62671759904316 3.78982990691345e-05 0.00576088106144401 "characterized" "heavy metal-binding protein HIP-like" "genome" 1 "1" "control_ploidy"
"LOC109620576" 19.1695689113106 2.01551831868325 0.671732535959499 8.83335665845518e-05 0.00957333956481491 "characterized" "hemagglutinin/amebocyte aggregation factor isoform X1" "genome" 1 "1" "control_ploidy"
"LOC105336969" 3813.05745709204 1.98677260863259 0.255903274599625 5.43950316460036e-16 5.15828085099052e-12 "characterized" "superoxide dismutase [Cu-Zn]" "genome" 1 "1" "control_ploidy"
"LOC105349079" 13.2863339571529 1.97158266360469 0.468489908815117 1.13473155093091e-06 0.000448360804061578 "characterized" "prostate-associated microseminoprotein-like" "genome" 1 "1" "control_ploidy"
"LOC105330135" 14.9548044529878 1.94110945627569 0.672256366728345 0.000128532012136113 0.0122145831055198 "characterized" "potassium voltage-gated channel protein Shaw" "genome" 1 "1" "control_ploidy"
"LOC117692375" 30.2607593678013 1.88092512206508 0.459767814982425 1.73328299927484e-06 0.000587025810075832 "characterized" "G protein-coupled receptor 161-like" "genome" 1 "1" "control_ploidy"
"LOC109619522" 27.7153454619177 1.86294196636141 0.595113896166057 5.97786669483048e-05 0.00726770639321506 "characterized" "sarcoplasmic calcium-binding protein-like" "genome" 1 "1" "control_ploidy"
"LOC105318809" 3541.36422087625 1.774886233531 0.291611539422639 5.9058293491833e-11 1.7434654373918e-07 "characterized" "extracellular superoxide dismutase [Cu-Zn]" "genome" 1 "1" "control_ploidy"
