"gene" "baseMean" "log2FoldChange" "lfcSE" "pvalue" "padj" "description" "feature" "treatment"
"LOC105334510" 2619.36798294425 8.41763584842598 0.794730703788964 2.09681166940573e-27 3.93613486580843e-23 "heat shock protein 68" "genome" "triploid_desiccation"
"LOC105348304" 2419.32640445216 8.04376155317681 0.800969932767557 5.8639472414993e-25 2.2015603523485e-21 "heat shock protein 68" "genome" "triploid_desiccation"
"LOC117680673" 2524.4504092791 8.03043464243022 0.787172038429568 1.16264765229513e-25 7.27507390962804e-22 "heat shock protein 68-like" "genome" "triploid_desiccation"
"LOC105348305" 3543.80444649699 7.88985714637579 0.790802316097533 1.09160355239621e-24 3.41526364759693e-21 "heat shock protein 68-like" "genome" "triploid_desiccation"
"LOC105322484" 589.070169084775 5.64420521309493 0.554188053749322 3.63733690966042e-26 3.41400442340727e-22 "heat shock protein 68-like" "genome" "triploid_desiccation"
"LOC105346578" 241.779116374189 4.60361182784621 0.690773875359548 3.736511199363e-13 3.89676601302457e-10 "major egg antigen" "genome" "triploid_desiccation"
"LOC105321886" 1353.70342351774 4.18635685660463 0.501488759670228 1.29569632916532e-18 2.43228114910913e-15 "uncharacterized protein LOC105321886" "genome" "triploid_desiccation"
"LOC105334234" 439.503477602139 3.87554284614245 0.58737970050156 1.15644111422153e-12 1.14256382085087e-09 "heat shock protein 70 B2" "genome" "triploid_desiccation"
"LOC105348135" 152.859336837631 3.77810776499148 0.960394439685434 2.3421228812288e-07 5.42794206499098e-05 "uncharacterized protein LOC105348135" "genome" "triploid_desiccation"
"LOC105344998" 114.30868442062 3.56946969355803 0.420050921325915 8.658893530708e-19 1.80605277064945e-15 "uncharacterized protein LOC105344998 isoform X2" "genome" "triploid_desiccation"
"LOC105343216" 82.8715661976648 3.34393851598333 0.511830012256988 3.4640502836614e-12 2.9153024379363e-09 "heat shock protein 27" "genome" "triploid_desiccation"
"LOC105334580" 625.704818680271 3.33461688543897 0.524163496068503 1.03733213252485e-11 6.95457099705592e-09 "BAG family molecular chaperone regulator 3" "genome" "triploid_desiccation"
"LOC117681182" 129.412069294528 3.23725084963911 0.524470034899595 3.53929844830591e-11 2.14321646682576e-08 "uncharacterized protein LOC117681182" "genome" "triploid_desiccation"
"LOC105327005" 50.2716628473198 3.04993318428526 0.8374018304491 4.35235171705966e-07 8.97827982776307e-05 "transient receptor potential cation channel subfamily M member 2-like" "genome" "triploid_desiccation"
"LOC117680358" 170.744357714749 3.03355925356237 0.599609961127959 8.29378038714779e-09 3.31257117930933e-06 "baculoviral IAP repeat-containing protein 2-like" "genome" "triploid_desiccation"
"LOC117688712" 23.7229858359783 2.71208001048896 0.993109630211818 2.21566480228199e-06 0.000346603830570313 "multiple epidermal growth factor-like domains protein 6" "genome" "triploid_desiccation"
"LOC105319646" 47.6317455911396 2.42631390934142 0.573438724906781 5.0124246553281e-08 1.56822059383032e-05 "C-type lectin domain family 4 member M isoform X7" "genome" "triploid_desiccation"
"LOC117680708" 54.4676219432955 2.1392734139996 0.218904622953656 2.23232294241749e-24 5.98645232500874e-21 "serine/arginine-rich splicing factor 1-like" "genome" "triploid_desiccation"
"LOC105321887" 50.113549377438 1.74745735268252 1.36416533421163 4.03775043977196e-05 0.00354972773838211 "uncharacterized protein LOC105321887" "genome" "triploid_desiccation"
"LOC105337952" 26.8467886219148 1.47176741763043 0.385587390189408 2.45982745132641e-08 8.71243036156592e-06 "centromere protein T isoform X1" "genome" "triploid_desiccation"
"LOC117692728" 55.5896878069937 1.44732633814629 0.391925293432491 4.22908844343621e-08 1.36876634931353e-05 "carbohydrate sulfotransferase 4-like isoform X2" "genome" "triploid_desiccation"
"LOC105329206" 31.6170310125964 1.39897225093021 0.553708939405222 2.31158573284799e-06 0.000355681044073954 "alpha-1,2-mannosyltransferase ALG9" "genome" "triploid_desiccation"
"LOCNA.14" 1357.99338204076 1.34821776983769 0.191357652037465 2.90008173108369e-16 3.88859530399307e-13 NA NA "triploid_desiccation"
"LOC105318237" 150.861452790434 1.21242999132181 0.982511299009939 6.81145174875323e-05 0.00532769050948315 "trichohyalin isoform X1" "genome" "triploid_desiccation"
"LOC105339322" 16.6839775383386 1.18837925439072 0.244135342533186 7.49924236866478e-10 3.7046257301204e-07 "uncharacterized protein LOC105339322 isoform X2" "genome" "triploid_desiccation"
"LOC105322317" 24.6582811536476 1.14045556996047 0.369380732017289 9.38199076885897e-07 0.000172665422267667 "uncharacterized protein LOC105322317" "genome" "triploid_desiccation"
"LOC105331471" 307.936156643032 1.13383001645485 0.270998238352861 2.34118201547118e-08 8.45166707585097e-06 "uncharacterized protein LOC105331471" "genome" "triploid_desiccation"
"LOC105342400" 146.063806780303 1.07747979759498 0.165083457256838 1.76445932440373e-13 1.94837826104157e-10 "serine/arginine-rich splicing factor 4" "genome" "triploid_desiccation"
"LOC105343643" 134.512970903932 1.06367369015952 0.912972574742317 9.71533215147675e-05 0.00696092424227182 "complement C1q tumor necrosis factor-related protein 7" "genome" "triploid_desiccation"
"LOC105346358" 159.067592318478 1.03632716997274 0.317800466240027 9.64903255085911e-07 0.000175855960237599 "frizzled-10" "genome" "triploid_desiccation"
"LOC105348178" 34.7268278804105 0.997962944021868 0.524593734208445 2.75532426292851e-05 0.00262599556192631 "uncharacterized protein LOC105348178" "genome" "triploid_desiccation"
"LOC105322229" 29.0531495912908 0.99766858820682 0.571439321351125 3.72045369292559e-05 0.00339030857881549 "uncharacterized protein LOC105322229" "genome" "triploid_desiccation"
"LOC117691867" 13.9756116137198 0.99537787276815 0.550763401860057 3.33730656020432e-05 0.00307097640922331 "uncharacterized protein LOC117691867" "genome" "triploid_desiccation"
"LOC105325416" 281.331676967375 0.974226684244751 0.35241598675903 4.88219755237965e-06 0.000668967974111465 "inactive rhomboid protein 2 isoform X2" "genome" "triploid_desiccation"
"LOC105343637" 51.5555980063 0.957315329294125 1.10250007276548 0.000197951122114684 0.0118938489559947 "complement C1q tumor necrosis factor-related protein 2" "genome" "triploid_desiccation"
"LOC105322271" 276.42363815316 0.944456291084007 0.182284682805994 1.12292443282747e-09 5.26988436325934e-07 "transforming growth factor-beta-induced protein ig-h3" "genome" "triploid_desiccation"
"LOC105326121" 64.257871617022 0.9399169011342 0.192157296341177 4.47022732417248e-09 1.99797874593728e-06 "cysteine-rich with EGF-like domain protein 2-B isoform X2" "genome" "triploid_desiccation"
"LOC105337372" 10.555767325151 0.935098564514639 0.67299264686797 8.58580657203455e-05 0.00635870565661856 "C1q-related factor" "genome" "triploid_desiccation"
"LOC105327547" 255.517714819311 0.90999218189102 0.343893072300643 8.9437448738253e-06 0.00106994480887387 "metalloproteinase inhibitor 3" "genome" "triploid_desiccation"
"LOC105342698" 198.426623885171 0.899320277847449 0.198806314137863 2.63068590842195e-08 9.14504368016608e-06 "probable splicing factor, arginine/serine-rich 5" "genome" "triploid_desiccation"
"LOC105348306" 42.1612836963734 0.894787416983631 0.945568136218301 0.000198315295292262 0.0118938489559947 "transmembrane protein 234 homolog" "genome" "triploid_desiccation"
"LOC105347347" 1346.55447187553 0.891635252444295 0.159490017984127 1.79702625347334e-10 9.63822195148618e-08 "tubulin alpha-1A chain" "genome" "triploid_desiccation"
"LOC105325538" 32.2144569118297 0.886667653025774 0.22946845511423 3.28180684830018e-07 7.08115840876908e-05 "caveolin-1" "genome" "triploid_desiccation"
"LOC105325908" 89.863081561175 0.886030116828689 0.223843196815341 2.37663992008252e-07 5.44076641216939e-05 "uncharacterized protein LOC105325908 isoform X2" "genome" "triploid_desiccation"
"LOC105321876" 63.1178058072534 0.880103635448643 0.185754879195078 1.14348421311867e-08 4.47197617680493e-06 "coiled-coil domain-containing protein 12" "genome" "triploid_desiccation"
"LOC105321034" 51.9292756555573 0.875863912908434 0.327774699042258 1.00833751716929e-05 0.00116842665878407 "uncharacterized protein LOC105321034 isoform X1" "genome" "triploid_desiccation"
"LOC105340370" 642.589249933704 0.863497188873392 0.203957576734732 9.45275082733182e-08 2.57169621058946e-05 "78 kDa glucose-regulated protein precursor" "genome" "triploid_desiccation"
"LOC105319190" 329.343297944021 0.850765776487873 0.174804265566808 7.01458402282417e-09 2.92617269503234e-06 "PRELI domain-containing protein 1, mitochondrial" "genome" "triploid_desiccation"
"LOC117686975" 11.6617909826322 0.843990946326047 0.312933055610365 1.12529328569761e-05 0.00127253045536841 "toll-like receptor 4" "genome" "triploid_desiccation"
"LOC105325843" 181.361720874471 0.838319261180477 0.13441050589169 5.17535990573637e-12 3.88607424601933e-09 "peptidyl-prolyl cis-trans isomerase B" "genome" "triploid_desiccation"
"LOC105341388" 56.220499918972 0.821734985083451 0.180418945636225 2.89920932147795e-08 9.89526497868801e-06 "protein disulfide-isomerase A6 isoform X1" "genome" "triploid_desiccation"
"LOC105326635" 31.57593691144 0.819667687432464 0.60326947507033 0.00013432913121024 0.00891034081653226 "basic salivary proline-rich protein 4" "genome" "triploid_desiccation"
"LOC105326938" 210.759817697581 0.80963739467108 0.135198344087794 2.25109786199033e-11 1.4571589332856e-08 "buccalin-like" "genome" "triploid_desiccation"
"LOC105329205" 19.9498704738757 0.803467010496881 0.233066583484002 1.75418161811578e-06 0.000283874977028185 "uncharacterized protein LOC105329205" "genome" "triploid_desiccation"
"LOC105334535" 165.96685829192 0.78917994857524 0.0979528463124501 1.38744783630887e-17 2.36774279847184e-14 "uncharacterized protein LOC105334535" "genome" "triploid_desiccation"
"LOC105347073" 9.73643502835744 0.789021775432731 0.581636368357033 0.000153043577629155 0.00964432213775169 "uncharacterized protein LOC105347073" "genome" "triploid_desiccation"
"LOC105322320" 141.297306392518 0.78900449979238 0.19953582754651 3.26936303760886e-07 7.08115840876908e-05 "protein disulfide-isomerase A4 isoform X2" "genome" "triploid_desiccation"
"LOC105323601" 23.307124940807 0.780801874824382 0.301086529222235 1.98825236117076e-05 0.00202844963716834 "elastase-1" "genome" "triploid_desiccation"
"LOC105346193" 18.6705014685159 0.768612235861348 0.272532366043615 1.2118727269765e-05 0.00133036694916976 "transcription factor E4F1" "genome" "triploid_desiccation"
"LOC105343845" 70.3208584242551 0.75806916784172 0.185539156137609 2.09062158056894e-07 4.96774029246079e-05 "uncharacterized protein LOC105343845" "genome" "triploid_desiccation"
"LOC105318217" 28.2208522161038 0.754609859671998 0.395804139643702 8.76963245473952e-05 0.00640558523114281 "potassium voltage-gated channel protein Shaw" "genome" "triploid_desiccation"
"LOC117686792" 13.8867994629977 0.750664031195569 0.90126237098931 0.000330535356997439 0.0168737804865724 "multiple epidermal growth factor-like domains protein 11" "genome" "triploid_desiccation"
"LOC105328478" 53.3532716541519 0.748237030220504 0.314907119407369 3.83710735629796e-05 0.00344642006183853 "cdc42 homolog" "genome" "triploid_desiccation"
"LOC105317591" 128.849909972426 0.746851469036258 0.151101230985993 5.13072288707339e-09 2.23985883804981e-06 "fatty acid-binding protein, brain" "genome" "triploid_desiccation"
"LOC105348733" 11.0736528422057 0.733649970985411 0.344420544404625 6.80622922952052e-05 0.00532769050948315 "G2/mitotic-specific cyclin-A" "genome" "triploid_desiccation"
"LOC105339842" 22.2405192026729 0.728225924863931 0.244077010028805 9.24807995415982e-06 0.00109876554999676 "leucine-rich repeat-containing protein 20 isoform X1" "genome" "triploid_desiccation"
"LOC105338108" 182.143292974258 0.715506875739807 0.169933918550721 1.29974209708945e-07 3.38871647868933e-05 "high mobility group protein HMGI-C" "genome" "triploid_desiccation"
"LOC105341929" 67.258907803724 0.715322880357799 0.174658681144085 2.07435367117201e-07 4.96774029246079e-05 "uncharacterized protein LOC105341929" "genome" "triploid_desiccation"
"LOC105345448" 163.550731970594 0.710383794614576 0.196215809423967 1.25914933951694e-06 0.000216850930288184 "NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7" "genome" "triploid_desiccation"
"LOC105326643" 10.500263494167 0.709725653486373 0.351665191409678 9.6035959428991e-05 0.00690723000153647 "uncharacterized protein LOC105326643" "genome" "triploid_desiccation"
"LOC105341456" 58.184716554879 0.706022033096725 0.397466119933228 0.000142773871912181 0.00921014131799127 "phenazine biosynthesis-like domain-containing protein isoform X1" "genome" "triploid_desiccation"
"LOC105324300" 87.5350451227517 0.703273044878873 0.453750344017626 0.000191467988048668 0.0116472735468785 "D-beta-hydroxybutyrate dehydrogenase" "genome" "triploid_desiccation"
"LOC105334360" 23.0106708778175 0.700250000930397 0.213003281649189 4.00886086211298e-06 0.000578879508489114 "phytanoyl-CoA dioxygenase domain-containing protein 1" "genome" "triploid_desiccation"
"LOC105325905" 92.3987814648085 0.697704799393882 0.193169404193386 1.32772046264488e-06 0.000224540256979907 "developmentally-regulated GTP-binding protein 1" "genome" "triploid_desiccation"
"LOC117683018" 35.6659819870387 0.69569956078414 0.257219667114797 2.28910579639322e-05 0.00226676924105099 "tripartite motif-containing protein 2-like" "genome" "triploid_desiccation"
"LOC105325921" 9.06759693925956 0.689218767024714 0.439825366651872 0.000204924224569294 0.0120969734075937 "protein-lysine methyltransferase METTL21D isoform X2" "genome" "triploid_desiccation"
"LOC105333724" 33.7722854609654 0.689077320014325 0.165550428499282 1.5867904199195e-07 4.02530131928768e-05 "TLC domain-containing protein 4-B-like" "genome" "triploid_desiccation"
"LOC105329061" 77.747863910547 0.688954300270171 0.198051576601382 2.16330727055652e-06 0.000341257177167117 "endoplasmic reticulum resident protein 29" "genome" "triploid_desiccation"
"LOC117691620" 16.9754882607107 0.684911365643916 0.268895046584792 3.61500197434839e-05 0.00331028375914478 "E3 ubiquitin-protein ligase TRIM71-like" "genome" "triploid_desiccation"
"LOC105341070" 272.957317684553 0.68274235540658 0.198170640552062 2.46302590577944e-06 0.000375901807343835 "DNA topoisomerase I, mitochondrial isoform X1" "genome" "triploid_desiccation"
"LOC105325358" 223.010464208112 0.682284295261503 0.194101126873434 1.92956033191582e-06 0.000306963614836642 "ATP-dependent RNA helicase DEAH12, chloroplastic" "genome" "triploid_desiccation"
"LOC105328403" 16.9274421015444 0.677443808147402 0.541571618745203 0.000293028155892403 0.0157163558354634 "tripartite motif-containing protein 3" "genome" "triploid_desiccation"
"LOC105331512" 28.0557566581463 0.673766989845744 0.267619667236595 4.11477026913871e-05 0.00357604016167925 "somatostatin receptor type 2-like" "genome" "triploid_desiccation"
"LOC105329480" 114.63245103234 0.671880399423601 0.168492890903883 3.25980155639892e-07 7.08115840876908e-05 "calmodulin-A isoform X2" "genome" "triploid_desiccation"
"LOC105323030" 51.7524997704618 0.669388733774423 0.73324088691964 0.000398765458614449 0.0195017486930526 "uncharacterized protein LOC105323030" "genome" "triploid_desiccation"
"LOC105322850" 36.0369449120361 0.668539308556162 0.21548926000509 7.99410576993853e-06 0.000980819304008406 "protein BANP isoform X1" "genome" "triploid_desiccation"
"LOC105329715" 243.036217839042 0.668313056745531 0.149520400110037 4.14497601848388e-08 1.36507876875402e-05 "UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit isoform X2" "genome" "triploid_desiccation"
"LOC105330030" 109.874856159301 0.659553612030717 0.404072202702136 0.00023138978625797 0.0131625729322261 "uncharacterized protein LOC105330030" "genome" "triploid_desiccation"
"LOC105342759" 16.9525125749531 0.656504971772476 0.323782396019044 0.000131918549972251 0.00878147170240816 "acetylcholine receptor subunit beta-type unc-29-like" "genome" "triploid_desiccation"
"LOC105328056" 25.3359666008061 0.65107537877387 0.560150327071639 0.00036043237720216 0.0180910069113341 "uncharacterized protein LOC105328056 isoform X2" "genome" "triploid_desiccation"
"LOC105329941" 74.2824071015531 0.646542309415645 0.295743793514655 0.000102736805000409 0.00725028309574318 "fibulin-2-like" "genome" "triploid_desiccation"
"LOC105335437" 130.278336964155 0.646066577488688 0.115838718351083 1.41119416001054e-10 7.79145199168172e-08 "terminal nucleotidyltransferase 5C" "genome" "triploid_desiccation"
"LOC105344084" 29.7145038115826 0.640130103311134 0.190464736258866 3.65592057493135e-06 0.000536163601817276 "snRNA-activating protein complex subunit 3" "genome" "triploid_desiccation"
"LOC105324821" 87.5485129891652 0.639575027766001 0.310542882965841 0.000138395124705359 0.00902067111447572 "uncharacterized protein LOC105324821" "genome" "triploid_desiccation"
"LOC105342786" 216.967501426149 0.638236131798416 0.143820050430272 4.69102776083174e-08 1.49254191739548e-05 "tyramine beta-hydroxylase isoform X2" "genome" "triploid_desiccation"
"LOC117682717" 27.1548470514058 0.632715574721213 0.290100399439429 0.00011286933117048 0.00773278498077461 "uncharacterized protein LOC117682717" "genome" "triploid_desiccation"
"LOC105321016" 81.7555183569632 0.631744244600631 0.143968368605706 5.86906817503669e-08 1.70181011030385e-05 "protein canopy homolog 3" "genome" "triploid_desiccation"
"LOC105324823" 82.1982789047758 0.631504536623816 0.2568810898244 5.93388141025669e-05 0.00476029153133926 "uncharacterized protein LOC105324823" "genome" "triploid_desiccation"
"LOC117688434" 42.1687862359365 0.62965957660317 0.551747464580699 0.000410868771963801 0.0199814212106334 "uncharacterized protein LOC117688434" "genome" "triploid_desiccation"
"LOC105318831" 34.1158957216388 0.628438452531542 0.466452165535362 0.000366755354577435 0.0182618873106833 "epithelial membrane protein 3" "genome" "triploid_desiccation"
"LOC105329156" 31.2353638981028 0.624720718247037 0.305564905075226 0.000156637437892905 0.00978114558945534 "uncharacterized protein LOC105329156" "genome" "triploid_desiccation"
"LOC117688435" 18.5656130019859 0.621662514790065 0.45283394733559 0.000377338438178439 0.0186902396137138 "endothelin-converting enzyme 1-like" "genome" "triploid_desiccation"
"LOC105330746" 795.709562322351 0.619234638061653 0.132164629217507 1.44634798602968e-08 5.54098865178555e-06 "nuclear factor of activated T-cells 5" "genome" "triploid_desiccation"
"LOC105340727" 138.281991113305 0.618966477035951 0.185264062954758 4.15281102449233e-06 0.000595088309555496 "transcription factor SOX-11" "genome" "triploid_desiccation"
"LOC105341671" 42.3986500738953 0.616975490125127 0.289425388455619 0.000137972602970303 0.00902067111447572 "uncharacterized protein LOC105341671 isoform X2" "genome" "triploid_desiccation"
"LOC117687530" 23.8530731507485 0.616068330876596 0.594204819572119 0.000467547630275916 0.0217247626622265 "uncharacterized protein LOC117687530" "genome" "triploid_desiccation"
"LOC105340429" 46.7849238798016 0.615395919376729 0.202066940002049 1.15177247363697e-05 0.00128696862351864 "uncharacterized protein LOC105340429" "genome" "triploid_desiccation"
"LOC105318430" 51.6400711862919 0.611852094531822 0.338776038790912 0.000257496370359657 0.0143433883216364 "receptor-type tyrosine-protein phosphatase T" "genome" "triploid_desiccation"
"LOC109620490" 18.33561029142 0.605495540947454 0.52390897339115 0.000470243049731723 0.0217960556285528 "uncharacterized protein LOC109620490" "genome" "triploid_desiccation"
"LOC105333883" 210.820626413868 0.605327861207599 0.157257925779081 6.13076050848235e-07 0.00011677464164879 "inactive selenide, water dikinase-like protein" "genome" "triploid_desiccation"
"LOC117685141" 21.0251190977455 0.603363414276571 0.706318585311519 0.000546424712979433 0.0240786026104458 "uncharacterized protein LOC117685141" "genome" "triploid_desiccation"
