"gene" "baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj" "description" "feature" "treatment"
"LOC117690809" 61.484839135765 5.94329925559118 0.762577050547804 7.79370327407802 6.50732601229016e-15 1.23151144782591e-10 "uncharacterized protein LOC117690809 isoform X1" "genome" "heat_ploidy"
"LOC105321376" 445.887152235815 4.89210454960864 0.928611632826855 5.26819218785384 1.37773824690406e-07 3.83436710627343e-05 "uncharacterized protein LOC105321376" "genome" "heat_ploidy"
"LOC109620475" 34.7188298540939 4.06466671223341 0.536510053787106 7.57612403261007 3.56031448471308e-14 3.36894758115975e-10 "uncharacterized protein LOC109620475" "genome" "heat_ploidy"
"LOC117681619" 58.0051022804796 4.05935315930565 1.05679483669078 3.84119321780279 0.000122437689075533 0.00351080797841586 "uncharacterized protein LOC117681619" "genome" "heat_ploidy"
"LOC117688340" 14.6959913020191 3.99367360833172 0.652388079788624 6.12162259253064 9.26272115718175e-10 1.02897781082319e-06 "uncharacterized protein LOC117688340" "genome" "heat_ploidy"
"LOC105323935" 19.1381358870813 3.90661600282728 0.91701561966219 4.26014117869268 2.04297818211057e-05 0.00110466748846979 "uncharacterized protein LOC105323935" "genome" "heat_ploidy"
"LOC117681374" 15.1635994588523 3.75960285622957 0.594521274462953 6.32374822856544 2.5529356519061e-10 3.71648517017869e-07 "uncharacterized protein LOC117681374 isoform X1" "genome" "heat_ploidy"
"LOC105328647" 11.4435910339857 3.74134862906727 0.715625189819838 5.22808403377915 1.71275665316451e-07 4.38025941366734e-05 "uncharacterized protein LOC105328647" "genome" "heat_ploidy"
"LOC109617784" 39.1826436708099 3.49742979539168 0.775967674306076 4.50718491400988 6.56933794987271e-06 0.000501269063790081 "heat shock 70 kDa protein 12A-like" "genome" "heat_ploidy"
"LOC105322681" 16.2167389968574 3.45391522413625 0.619437296512666 5.57589160933843 2.46265235095362e-08 1.1367242863853e-05 "barrier-to-autointegration factor" "genome" "heat_ploidy"
"LOC117692625" 19.8847926593137 3.42704402437728 1.12658901761093 3.04196470124016 0.00235039455359598 0.0227409084492863 "zinc finger protein 182-like" "genome" "heat_ploidy"
"LOC105317566" 465.170052587257 3.39049200113346 0.451775140557329 7.50482197172427 6.1512141247218e-14 3.88039091034534e-10 "uncharacterized protein LOC105317566" "genome" "heat_ploidy"
"LOC105334176" 180.077580884522 3.33406247428006 0.56157095573237 5.9370279752662 2.90235158851403e-09 1.96167870759386e-06 "uncharacterized protein LOC105334176 isoform X1" "genome" "heat_ploidy"
"LOC117687269" 29.6416541260338 3.31897002793109 0.653678064334788 5.07737708975844 3.82680901069369e-07 7.87199570949763e-05 "uncharacterized protein LOC117687269 isoform X1" "genome" "heat_ploidy"
"LOC105337786" 12.7879884426943 3.31269083437701 0.570306087193327 5.80861910606619 6.29902105226675e-09 3.84545075529511e-06 "neuropeptide SIFamide receptor" "genome" "heat_ploidy"
"LOC105339666" 32.7371515763683 3.30382120843172 0.618050590411669 5.34555141550974 9.0142204576736e-08 3.02482585141273e-05 "uncharacterized protein LOC105339666" "genome" "heat_ploidy"
