gene	padj	log2FoldChange	description	product_accession	GeneID	genomic_accession	start	end	GOID	GOterm	GOSlim	GOcat
LOC105348304	0.00000000000000000000000000000365782841559344	8.93804649400194	heat shock protein 68	XM_011457656.3	105348304	NC_047568.1	13495588	13497937	GO:0005524	ATP binding	other molecular function	F
LOC105334510	0.00000000000000000000000000000000338184203816762	8.78051438972697	heat shock protein 68	XM_011437990.3	105334510	NC_047568.1	13479850	13482229	GO:0005524	ATP binding	other molecular function	F
LOC105348305	0.000000000000000000000000000998852069957776	8.40874623785678	heat shock protein 68-like	NM_001308913.1	105348305	NC_047568.1	13499425	13501652	NA	NA	NA	NA
LOC117680673	0.000000000000000000000000000000025929774315471	8.33515655354566	heat shock protein 68-like	XM_034457811.1	117680673	NC_047568.1	13484325	13486654	GO:0005524	ATP binding	other molecular function	F
LOC105346578	0.00000000000675934054138491	6.0345836090625	major egg antigen	XM_011455219.3	105346578	NC_047563.1	23478623	23479833	GO:0005829	cytosol	cytosol	C
LOC105346578	0.00000000000675934054138491	6.0345836090625	major egg antigen	XM_011455219.3	105346578	NC_047563.1	23478623	23479833	GO:0008340	determination of adult life span	developmental processes	P
LOC105346578	0.00000000000675934054138491	6.0345836090625	major egg antigen	XM_011455219.3	105346578	NC_047563.1	23478623	23479833	GO:0009408	response to heat	stress response	P
LOC105346578	0.00000000000675934054138491	6.0345836090625	major egg antigen	XM_011455219.3	105346578	NC_047563.1	23478623	23479833	GO:0009792	embryonic development ending in birth or egg hatching	developmental processes	P
LOC105346578	0.00000000000675934054138491	6.0345836090625	major egg antigen	XM_011455219.3	105346578	NC_047563.1	23478623	23479833	GO:0044268	multicellular organismal protein metabolic process	protein metabolism	P
LOC105346578	0.00000000000675934054138491	6.0345836090625	major egg antigen	XM_011455219.3	105346578	NC_047563.1	23478623	23479833	GO:0051082	unfolded protein binding	other molecular function	F
LOC105334234	0.000000000000000089715055985897	5.86412169020115	heat shock protein 70 B2	XM_011437603.3	105334234	NC_047566.1	23460291	23462949	GO:0005524	ATP binding	other molecular function	F
LOC105322484	0.0000000000000000000916211515005351	5.76994428011915	heat shock protein 68-like	NM_001308924.1	105322484	NC_047566.1	23490211	23493238	NA	NA	NA	NA
LOC105343216	0.000000000248884994302167	5.3647597454131	heat shock protein 27	XM_011450479.3	105343216	NW_022994901.1	45618	46405	GO:0005212	structural constituent of eye lens	other molecular function	F
LOC105343216	0.000000000248884994302167	5.3647597454131	heat shock protein 27	XM_011450479.3	105343216	NW_022994901.1	45618	46405	GO:0005576	extracellular region	non-structural extracellular	C
LOC105343216	0.000000000248884994302167	5.3647597454131	heat shock protein 27	XM_011450479.3	105343216	NW_022994901.1	45618	46405	GO:0005634	nucleus	nucleus	C
LOC105343216	0.000000000248884994302167	5.3647597454131	heat shock protein 27	XM_011450479.3	105343216	NW_022994901.1	45618	46405	GO:0005737	cytoplasm	other cellular component	C
LOC105343216	0.000000000248884994302167	5.3647597454131	heat shock protein 27	XM_011450479.3	105343216	NW_022994901.1	45618	46405	GO:0006937	regulation of muscle contraction	other biological processes	P
LOC105343216	0.000000000248884994302167	5.3647597454131	heat shock protein 27	XM_011450479.3	105343216	NW_022994901.1	45618	46405	GO:0010667	negative regulation of cardiac muscle cell apoptosis	death	P
LOC105343216	0.000000000248884994302167	5.3647597454131	heat shock protein 27	XM_011450479.3	105343216	NW_022994901.1	45618	46405	GO:0042803	protein homodimerization activity	other molecular function	F
