gene	padj	log2FoldChange	description	product_accession	GeneID	genomic_accession	start	end	GOID	GOterm	GOSlim	GOcat
LOC105334510	0.000000000000000000000000000139886056144711	8.58107091241137	heat shock protein 68	XM_011437990.3	105334510	NC_047568.1	13479850	13482229	GO:0005524	ATP binding	other molecular function	F
LOC117680673	0.0000000000000000000000000250443919238366	8.30477968198114	heat shock protein 68-like	XM_034457811.1	117680673	NC_047568.1	13484325	13486654	GO:0005524	ATP binding	other molecular function	F
LOC105348304	0.0000000000000000000000000250443919238366	8.30113433754818	heat shock protein 68	XM_011457656.3	105348304	NC_047568.1	13495588	13497937	GO:0005524	ATP binding	other molecular function	F
LOC105348305	0.0000000000000000000000000503486905578413	8.14557063183594	heat shock protein 68-like	NM_001308913.1	105348305	NC_047568.1	13499425	13501652	NA	NA	NA	NA
LOC105322484	0.00000000000000000000000221689311359054	5.76499753110143	heat shock protein 68-like	NM_001308924.1	105322484	NC_047566.1	23490211	23493238	NA	NA	NA	NA
LOC105346578	0.000000000479987688525577	4.80862455127903	major egg antigen	XM_011455219.3	105346578	NC_047563.1	23478623	23479833	GO:0005829	cytosol	cytosol	C
LOC105346578	0.000000000479987688525577	4.80862455127903	major egg antigen	XM_011455219.3	105346578	NC_047563.1	23478623	23479833	GO:0008340	determination of adult life span	developmental processes	P
LOC105346578	0.000000000479987688525577	4.80862455127903	major egg antigen	XM_011455219.3	105346578	NC_047563.1	23478623	23479833	GO:0009408	response to heat	stress response	P
LOC105346578	0.000000000479987688525577	4.80862455127903	major egg antigen	XM_011455219.3	105346578	NC_047563.1	23478623	23479833	GO:0009792	embryonic development ending in birth or egg hatching	developmental processes	P
LOC105346578	0.000000000479987688525577	4.80862455127903	major egg antigen	XM_011455219.3	105346578	NC_047563.1	23478623	23479833	GO:0044268	multicellular organismal protein metabolic process	protein metabolism	P
LOC105346578	0.000000000479987688525577	4.80862455127903	major egg antigen	XM_011455219.3	105346578	NC_047563.1	23478623	23479833	GO:0051082	unfolded protein binding	other molecular function	F
LOC105334234	0.000000000351940487585208	4.05479495376993	heat shock protein 70 B2	XM_011437603.3	105334234	NC_047566.1	23460291	23462949	GO:0005524	ATP binding	other molecular function	F
LOC105343216	0.000000000740891742855696	3.48583841147549	heat shock protein 27	XM_011450479.3	105343216	NW_022994901.1	45618	46405	GO:0005212	structural constituent of eye lens	other molecular function	F
LOC105343216	0.000000000740891742855696	3.48583841147549	heat shock protein 27	XM_011450479.3	105343216	NW_022994901.1	45618	46405	GO:0005576	extracellular region	non-structural extracellular	C
LOC105343216	0.000000000740891742855696	3.48583841147549	heat shock protein 27	XM_011450479.3	105343216	NW_022994901.1	45618	46405	GO:0005634	nucleus	nucleus	C
LOC105343216	0.000000000740891742855696	3.48583841147549	heat shock protein 27	XM_011450479.3	105343216	NW_022994901.1	45618	46405	GO:0005737	cytoplasm	other cellular component	C
LOC105343216	0.000000000740891742855696	3.48583841147549	heat shock protein 27	XM_011450479.3	105343216	NW_022994901.1	45618	46405	GO:0006937	regulation of muscle contraction	other biological processes	P
LOC105343216	0.000000000740891742855696	3.48583841147549	heat shock protein 27	XM_011450479.3	105343216	NW_022994901.1	45618	46405	GO:0010667	negative regulation of cardiac muscle cell apoptosis	death	P
LOC105343216	0.000000000740891742855696	3.48583841147549	heat shock protein 27	XM_011450479.3	105343216	NW_022994901.1	45618	46405	GO:0042803	protein homodimerization activity	other molecular function	F
LOC105343216	0.000000000740891742855696	3.48583841147549	heat shock protein 27	XM_011450479.3	105343216	NW_022994901.1	45618	46405	GO:0045766	positive regulation of angiogenesis	developmental processes	P
LOC105343216	0.000000000740891742855696	3.48583841147549	heat shock protein 27	XM_011450479.3	105343216	NW_022994901.1	45618	46405	GO:0051082	unfolded protein binding	other molecular function	F
LOC105343216	0.000000000740891742855696	3.48583841147549	heat shock protein 27	XM_011450479.3	105343216	NW_022994901.1	45618	46405	GO:0051087	chaperone binding	other molecular function	F
LOC105334580	0.00000000148062867456543	3.47873712164228	BAG family molecular chaperone regulator 3	XM_011438102.3	105334580	NC_047559.1	54643072	54645125	GO:0000774	adenyl-nucleotide exchange factor activity	enzyme regulator activity	F
LOC105334580	0.00000000148062867456543	3.47873712164228	BAG family molecular chaperone regulator 3	XM_011438102.3	105334580	NC_047559.1	54643072	54645125	GO:0003723	RNA binding	nucleic acid binding activity	F
LOC105334580	0.00000000148062867456543	3.47873712164228	BAG family molecular chaperone regulator 3	XM_011438102.3	105334580	NC_047559.1	54643072	54645125	GO:0005057	receptor signaling protein activity	signal transduction activity	F
LOC105334580	0.00000000148062867456543	3.47873712164228	BAG family molecular chaperone regulator 3	XM_011438102.3	105334580	NC_047559.1	54643072	54645125	GO:0005634	nucleus	nucleus	C
LOC105334580	0.00000000148062867456543	3.47873712164228	BAG family molecular chaperone regulator 3	XM_011438102.3	105334580	NC_047559.1	54643072	54645125	GO:0005829	cytosol	cytosol	C
LOC105334580	0.00000000148062867456543	3.47873712164228	BAG family molecular chaperone regulator 3	XM_011438102.3	105334580	NC_047559.1	54643072	54645125	GO:0005886	plasma membrane	other membranes	C
LOC105334580	0.00000000148062867456543	3.47873712164228	BAG family molecular chaperone regulator 3	XM_011438102.3	105334580	NC_047559.1	54643072	54645125	GO:0005886	plasma membrane	plasma membrane	C
LOC105334580	0.00000000148062867456543	3.47873712164228	BAG family molecular chaperone regulator 3	XM_011438102.3	105334580	NC_047559.1	54643072	54645125	GO:0006457	protein folding	protein metabolism	P
LOC105334580	0.00000000148062867456543	3.47873712164228	BAG family molecular chaperone regulator 3	XM_011438102.3	105334580	NC_047559.1	54643072	54645125	GO:0010763	positive regulation of fibroblast migration	other biological processes	P
LOC105334580	0.00000000148062867456543	3.47873712164228	BAG family molecular chaperone regulator 3	XM_011438102.3	105334580	NC_047559.1	54643072	54645125	GO:0030838	positive regulation of actin filament polymerization	cell organization and biogenesis	P
LOC105334580	0.00000000148062867456543	3.47873712164228	BAG family molecular chaperone regulator 3	XM_011438102.3	105334580	NC_047559.1	54643072	54645125	GO:0030838	positive regulation of actin filament polymerization	protein metabolism	P
LOC105334580	0.00000000148062867456543	3.47873712164228	BAG family molecular chaperone regulator 3	XM_011438102.3	105334580	NC_047559.1	54643072	54645125	GO:0031625	ubiquitin protein ligase binding	other molecular function	F
LOC105334580	0.00000000148062867456543	3.47873712164228	BAG family molecular chaperone regulator 3	XM_011438102.3	105334580	NC_047559.1	54643072	54645125	GO:0033138	positive regulation of peptidyl-serine phosphorylation	protein metabolism	P
