"gene" "baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj" "description" "feature"
"LOC105335843" 80.8531558926633 3.4875437712408 0.315585762057202 9.19732167991373 NA NA "myosin-3" "genome"
"LOC117683059" 10.8095410505156 3.0331870849951 0.267930268983876 9.13740390094718 NA NA "uncharacterized protein LOC117683059" "genome"
"LOC105321434" 59.1845184407345 2.94863123647436 0.222437312812017 10.6260555236606 NA NA "perlucin-like protein" "genome"
"LOC105337690" 34.0024911211924 2.93833138213756 0.311766967558361 7.54836665528726 NA NA "atrial natriuretic peptide receptor 1" "genome"
"LOC105320429" 56.2177942942213 2.70232363732049 0.293938743764082 7.20328191583985 NA NA "histone H3" "genome"
"LOC105346580" 19.0189044173619 2.67665111809739 0.238932790419052 8.75414008445201 NA NA "uncharacterized protein LOC105346580" "genome"
"LOC117683439" 11.3927785335541 2.52392335717271 0.313934614102135 6.17620125362124 NA NA "uncharacterized G-patch domain protein DDB_G0278987-like" "genome"
"LOC105342592" 119.829778471371 2.48570600866934 0.280019322317917 6.78776733311065 NA NA "sulfotransferase 1 family member D1" "genome"
"LOC117692922" 17.9649194822682 2.47650149243605 0.326449354057481 5.79416521713501 NA NA "uncharacterized protein LOC117692922 isoform X1" "genome"
"LOC117689418" 10.8781800768109 2.45650732243127 0.287423024882294 6.511334028294 NA NA "translation initiation factor IF-2-like" "genome"
"LOC105320270" 50.49772975522 2.4263033697458 0.151793566210724 12.1303123426829 NA NA "uncharacterized protein LOC105320270" "genome"
"LOC117686722" 19.5977808776526 2.40782221037645 0.254113977936466 7.17324652968204 NA NA "uncharacterized protein LOC117686722" "genome"
"LOC105338617" 103.249078508224 2.30180408024541 0.259213834993278 6.62311901789478 NA NA "LOW QUALITY PROTEIN: rotatin" "genome"
"LOC105344624" 91.6176476818404 2.29267263042455 0.156950405794992 10.880332687098 NA NA "dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11A isoform X2" "genome"
"LOC105327497" 155.808686237423 2.29004289378345 0.315491572702498 5.40440075523433 NA NA "uncharacterized protein LOC105327497" "genome"
"LOC105322866" 28.1852427603544 2.26035983182676 0.327561699977952 5.11463895791092 NA NA "uncharacterized protein LOC105322866" "genome"
"LOC117682793" 11.5248322558095 2.25074098530889 0.315652511766111 5.27713521425472 NA NA "nucleolar protein dao-5-like isoform X1" "genome"
"LOC117690809" 74.4872285400227 2.24241949347841 0.293647359889011 5.64425130232692 1.65901601546914e-08 0.000398130663392283 "uncharacterized protein LOC117690809 isoform X1" "genome"
"LOC105327498" 58.9211038295607 2.2292582333718 0.285596967094821 5.75726783830267 NA NA "uncharacterized protein LOC105327498" "genome"
"LOC117681755" 13.5728842571154 2.1800519122244 0.31245975279335 5.10482357476393 NA NA "uncharacterized protein LOC117681755 isoform X3" "genome"
"LOC117684541" 7.00238833927364 2.1757934284247 0.322683028821945 4.92989493197826 NA NA "heat shock protein 68-like" "genome"
"LOC105327945" 31.5818518613702 2.17052063144577 0.31408197684109 5.048110838426 NA NA "uncharacterized protein LOC105327945" "genome"
"LOC105330102" 10.4550640601225 2.16462842323375 0.28439373885951 5.55437130778073 NA NA "cytochrome P450 4F12" "genome"
"LOC117680333" 57.9941154022467 2.15875162664736 0.211677153854988 7.43467869813423 NA NA "protein FAM124A-like" "genome"
"LOC105348202" 238.30120345354 2.15648211776972 0.273948250563238 5.73641961406486 NA NA "DNA polymerase nu isoform X1" "genome"
"LOC105329328" 80.0369818490706 2.15334060713631 0.263793159432724 5.94534221626128 NA NA "uncharacterized protein LOC105329328" "genome"
"LOC105345744" 30.5563103625805 2.14881997031707 0.246960233791273 6.33227441645034 NA NA "uncharacterized protein LOC105345744 isoform X1" "genome"
"LOC105337729" 61.5222383263847 2.14224457070013 0.248514482623917 6.2662125533213 NA NA "protein Wnt-7b isoform X4" "genome"
"LOC105348613" 46.702615050608 2.11889671402771 0.298260130042786 5.14281514531516 NA NA "ganglioside GM2 activator-like isoform X2" "genome"
"LOC117687062" 26.0355220013768 2.08347530865878 0.279439110521828 5.36243944471664 NA NA "uncharacterized protein LOC117687062 isoform X2" "genome"
"LOC117688384" 8.74799683573133 2.05269115478836 0.307415723321255 4.77428785662534 NA NA "multiple epidermal growth factor-like domains protein 10" "genome"
"LOC105332554" 33.6919481647678 2.03463321416603 0.284947495886249 5.08736955086183 NA NA "uncharacterized protein LOC105332554" "genome"
"LOC105343542" 15.9582916116986 2.03401612826772 0.325119204811263 4.45687645277336 NA NA "alpha-mannosidase 2x-like" "genome"
"LOC105344467" 139.964819888621 2.02773765789903 0.323981789509776 4.45314429580153 NA NA "uncharacterized protein LOC105344467 isoform X3" "genome"
"LOC105320234" 10.802798418849 2.00425447714532 0.281675529448851 5.03861474911344 NA NA "angiopoietin-4-like" "genome"
"LOC105324285" 28.0432491959111 1.99232735732869 0.327762965764698 4.29373512057801 1.75692068012329e-05 0.0843251649631972 "patched domain-containing protein 3-like" "genome"
"LOC117681100" 27.4590014407517 1.97716826644996 0.282551113192991 4.9271377865677 NA NA "von Willebrand factor D and EGF domain-containing protein-like" "genome"
"LOC105328933" 22.2815106413878 1.97350259539854 0.314961096975638 4.40848920305208 1.04094208733612e-05 0.0668406207238275 "low-density lipoprotein receptor-related protein 4" "genome"
"LOC117689339" 50.3138888349732 1.96891596777853 0.306249787324693 4.51891242070078 6.21580979263355e-06 0.0668406207238275 "uncharacterized protein LOC117689339" "genome"
"LOC105330061" 358.0064515312 1.95521946399525 0.224342736123966 6.1077059488037 NA NA "GRAM domain-containing protein 4 isoform X1" "genome"
"LOC105317300" 13.6075851358888 1.94374073899756 0.288265016706083 4.71351242867928 NA NA "high choriolytic enzyme 1" "genome"
"LOC105346178" 21.1908522893552 1.93572762628589 0.327982322986151 4.11829397995611 NA NA "acetylcholinesterase-like isoform X1" "genome"
"LOC105327693" 31.6638091653165 1.93444866839675 0.280377036242448 4.81297857514214 NA NA "transcription factor 15" "genome"
"LOC105337143" 21.2287886567641 1.91489391460146 0.327977138656291 4.05483723667442 NA NA "perlucin-like protein" "genome"
"LOC105338509" 350.414633947187 1.91229737601989 0.313290522925561 4.23663430232538 2.26895228253051e-05 0.090545108773415 "gonadotropin-releasing hormone II receptor" "genome"
"LOC117682693" 26.3105996283317 1.89991243331726 0.286839348445043 4.58414244923299 NA NA "multiple epidermal growth factor-like domains protein 10" "genome"
"LOC105341789" 48.6104053932744 1.89885522922649 0.302715410685938 4.3402323860862 NA NA "A disintegrin and metalloproteinase with thrombospondin motifs 6" "genome"
"LOC117690522" 11.9271332305229 1.88327747063619 0.268870010968004 4.82864364814077 NA NA "brain tumor protein-like" "genome"
"LOC105329273" 34.844103412477 1.88031703045867 0.273072441578191 4.74349232376775 NA NA "uncharacterized protein LOC105329273" "genome"
"LOC105324826" 11.8043559241738 1.87788322856645 0.311711232998469 4.147695340106 NA NA "tyrosinase-like protein 1" "genome"
"LOC105330135" 36.7496807184257 1.87491208609339 0.325253121293322 3.96587150636477 7.31282523778542e-05 0.134994753889519 "potassium voltage-gated channel protein Shaw" "genome"
"LOC105329018" 47.2236345891551 1.87171414299139 0.324239382060172 3.96840795469009 7.23543938001637e-05 0.134994753889519 "perlucin-like" "genome"
"LOC105347943" 39.4938680107619 1.86498656074632 0.216897141908312 5.90135282320782 NA NA "uncharacterized protein LOC105347943 isoform X1" "genome"
"LOC105321383" 36.5596796232958 1.86330553581022 0.310709725034583 4.11414716957426 NA NA "uncharacterized protein LOC105321383" "genome"
"LOC117689920" 20.9183835505455 1.86295764491169 0.321595085042672 3.97380962691678 7.07321050748473e-05 0.134994753889519 "P-selectin-like" "genome"
"LOC105328254" 157.576156074382 1.8601050719575 0.312227319442742 4.08389975045517 4.42861423244359e-05 0.118086538166868 "uncharacterized protein LOC105328254 isoform X1" "genome"
"LOC117684841" 13.460543132003 1.85569492047145 0.312398650261791 4.06754292762341 NA NA "uncharacterized protein LOC117684841" "genome"
"LOC117689120" 58.9064994599697 1.84944274578365 0.311169551391098 4.06351694801402 NA NA "uncharacterized protein LOC117689120" "genome"
"LOC105338525" 84.8177288583792 1.84870382327833 0.287089469404309 4.40177699969431 NA NA "probable G-protein coupled receptor B0563.6" "genome"
"LOC105327609" 117.555546058001 1.84308913695768 0.279703281743863 4.4979419945089 NA NA "cilia- and flagella-associated protein 300" "genome"
"LOC105343875" 12.6733926902558 1.84016256854915 0.222679355420653 5.63663643707824 NA NA "uncharacterized protein LOC105343875" "genome"
"LOC117682778" 13.9419420952941 1.8382987683471 0.222063180768773 5.64388370916886 NA NA "uncharacterized protein LOC117682778" "genome"
"LOC105346330" 23.0223219514048 1.8373865454603 0.208599001220189 6.00379933812977 NA NA "growth hormone secretagogue receptor type 1" "genome"
"LOC105341995" 84.5096813566589 1.83720595603426 0.324068114419541 3.86402086572807 0.000111535687768155 0.178442229004013 "neurotrypsin isoform X1" "genome"
"LOC105324728" 126.958221502285 1.8322318409199 0.31389152406358 3.97344861299049 7.08394466831327e-05 0.134994753889519 "cytochrome P450 2D20" "genome"
"LOC109618811" 9.47389635277229 1.83221727742311 0.290354520636316 4.29549805076159 NA NA "uncharacterized protein LOC109618811" "genome"
"LOC105320731" 45.0029486240392 1.81700875279474 0.303571959154816 4.05837468066817 NA NA "cadherin-23" "genome"
"LOC117682258" 10.7627139506217 1.81131987793853 0.32404280598065 3.78443790544069 NA NA "uncharacterized protein LOC117682258" "genome"
"LOC117689123" 9.06621728588676 1.80525170555576 0.297444286080255 4.10245468701496 NA NA "uncharacterized protein LOC117689123" "genome"
"LOC105329490" 89.5762334744793 1.80216983481699 0.195797852132858 6.21646162896151 NA NA "uncharacterized protein LOC105329490" "genome"
"LOC117689959" 9.37872569323171 1.80083831441371 0.216482883232135 5.61632539377242 NA NA "uromodulin-like" "genome"
"LOC105321060" 24.7785865797342 1.79696079724573 0.319817094258405 3.78954352035508 NA NA "uncharacterized protein LOC105321060" "genome"
"LOC105347441" 125.944947675428 1.79204045741733 0.326743073600566 3.69415774943986 0.000220616817087305 0.255882136456999 "uncharacterized protein LOC105347441" "genome"
"LOC105345936" 49.8073817208799 1.79109139706057 0.208949584865732 5.7721646005451 NA NA "peroxiredoxin-5, mitochondrial" "genome"
"LOC105318776" 65.3960087401302 1.78308718397683 0.279886148326451 4.28062335753543 NA NA "organic cation transporter protein-like" "genome"
"LOC117681801" 16.9476091762111 1.77729435061417 0.323170995922151 3.68936063464489 NA NA "uncharacterized protein LOC117681801" "genome"
"LOC105344805" 90.7840142392042 1.77644415694578 0.307951320402911 3.86893667280578 0.000109311026016084 0.178442229004013 "QRFP-like peptide receptor" "genome"
"LOC109621217" 9.38800409060474 1.77625609513336 0.30931601359933 3.85125904498577 NA NA "fibropellin-1" "genome"
"LOC105320474" 1047.41433081177 1.77152181769504 0.309215264621056 3.83720324787046 NA NA "ecdysone receptor isoform X1" "genome"
"LOC117685250" 71.6138658474142 1.76800898216952 0.314042616284876 3.76703326498969 0.000165198996043445 0.233202676885329 "uncharacterized protein LOC117685250" "genome"
"LOC105341850" 108.366827018018 1.76356893858176 0.207443693498677 5.68139198981858 NA NA "protein FAM124A" "genome"
"LOC105343679" 84.7523443235531 1.76347588014661 0.315693092635031 3.73297961735586 0.000189227912884523 0.252282858522377 "solute carrier family 22 member 15-like isoform X1" "genome"
"LOC117687453" 19.4989943462621 1.74988995718711 0.327959675402884 3.55193044924225 NA NA "alpha-mannosidase 2x-like" "genome"
"LOC105337774" 11.9319471175223 1.74940159748998 0.299428502026375 3.88874669448606 NA NA "uncharacterized protein LOC105337774" "genome"
"LOC105326042" 36.8760672478059 1.73508617244085 0.279170953694342 4.11964839902383 NA NA "substance-K receptor" "genome"
"LOC105336363" 132.250494788148 1.73394457658719 0.303927115889288 3.78032928462271 NA NA "relaxin receptor 2" "genome"
"LOC109619024" 56.0290306717527 1.73362540551184 0.317994597860294 3.61209093877902 0.000303738005622026 0.316917593865973 "uncharacterized protein LOC109619024" "genome"
"LOC117688340" 23.0147756376348 1.73041799683927 0.274759966186007 4.16879508590362 3.06214130949583e-05 0.0918565839316011 "uncharacterized protein LOC117688340" "genome"
"LOC105318674" 25.0054072363108 1.72746463244 0.325990394790241 3.50459599637935 0.000457300666824855 0.378424186291823 "uncharacterized protein LOC105318674" "genome"
