"gene" "baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj" "description" "feature" "treatment"
"LOC117686832" 97.2135898604519 6.52030343039459 0.91990912982719 7.08798643146358 1.36077308632844e-12 3.03208452894282e-08 "perlucin-like protein isoform X2" "genome" "desiccation_ploidy"
"LOC105330893" 109.464805209261 5.88340203560452 0.84611154427957 6.95345912176864 3.56436269076351e-12 3.03208452894282e-08 "uncharacterized protein LOC105330893 isoform X2" "genome" "desiccation_ploidy"
"LOC117687720" 8.54911307020442 5.75397826157375 0.926547349875254 6.21012867000099 5.29412347023044e-10 1.22823664509346e-06 "uncharacterized protein LOC117687720" "genome" "desiccation_ploidy"
"LOC117692625" 10.4075624505043 4.76005002641856 1.11148182473656 4.28261616202926 1.84708647552259e-05 0.00327344769828725 "zinc finger protein 182-like" "genome" "desiccation_ploidy"
"LOC117690390" 3.194450841167 4.57553743018305 0.910767054429066 5.02382843992016 5.06514872306061e-07 0.000269297073776056 "tripartite motif-containing protein 75-like" "genome" "desiccation_ploidy"
"LOC117688097" 14.7597683508594 4.51144158688838 0.836660532820914 5.3922007910155 6.95999315090799e-08 5.92063417370573e-05 "uncharacterized protein LOC117688097" "genome" "desiccation_ploidy"
"LOC105331252" 3.83409915977512 4.3254489653642 1.31879920147731 3.2798389326585 0.00103866366259505 0.0491244857438975 "perlucin-like protein" "genome" "desiccation_ploidy"
"LOC105327408" 1.75869640143745 4.20091910657702 1.25428939964628 3.34924229429167 0.000810328988776456 0.0439295123366339 "kunitz-type serine protease inhibitor textilinin-3" "genome" "desiccation_ploidy"
"LOC109620475" 19.4174863688843 4.1856216352677 0.625666185198123 6.68986391511999 2.23378224103359e-11 1.14012245582354e-07 "uncharacterized protein LOC109620475" "genome" "desiccation_ploidy"
"LOC117688384" 2.8478282854341 4.14006589164265 1.12308242488669 3.68634198158727 0.000227500592269157 0.0194174418552136 "multiple epidermal growth factor-like domains protein 10" "genome" "desiccation_ploidy"
"LOC109618002" 2.68983891518875 4.05936404030127 0.959297878697974 4.23159910017827 2.32035718508277e-05 0.00391117671825065 "neuronal acetylcholine receptor subunit alpha-3-like" "genome" "desiccation_ploidy"
"LOC105317319" 2.62178910301609 4.02652233464212 1.03229556729185 3.90055180146262 9.5973687019408e-05 0.0106028073278584 "uncharacterized protein LOC105317319" "genome" "desiccation_ploidy"
"LOC105324591" 15.8178526873439 4.01980068258535 0.624095118092247 6.44100645246705 1.1868382641707e-10 3.36534583351513e-07 "multiple epidermal growth factor-like domains protein 11 isoform X1" "genome" "desiccation_ploidy"
"LOC117693037" 5.6110689838023 4.01302723666113 0.824178473084819 4.86912406440412 1.12094017701855e-06 0.000484854124025652 "deleted in malignant brain tumors 1 protein-like" "genome" "desiccation_ploidy"
