gene,padj,log2FoldChange,description,product_accession,GeneID,genomic_accession,start,end,GOID,GOterm,GOSlim,GOcat
LOC105346578,0.00000000000675934054138491,6.0345836090625,major egg antigen,XM_011455219.3,105346578,NC_047563.1,23478623,23479833,GO:0005829,cytosol,cytosol,C
LOC105343216,0.000000000248884994302167,5.3647597454131,heat shock protein 27,XM_011450479.3,105343216,NW_022994901.1,45618,46405,GO:0005576,extracellular region,non-structural extracellular,C
LOC105343216,0.000000000248884994302167,5.3647597454131,heat shock protein 27,XM_011450479.3,105343216,NW_022994901.1,45618,46405,GO:0005634,nucleus,nucleus,C
LOC105343216,0.000000000248884994302167,5.3647597454131,heat shock protein 27,XM_011450479.3,105343216,NW_022994901.1,45618,46405,GO:0005737,cytoplasm,other cellular component,C
LOC105334580,0.00000000000255246838379176,5.13582808210658,BAG family molecular chaperone regulator 3,XM_011438102.3,105334580,NC_047559.1,54643072,54645125,GO:0005634,nucleus,nucleus,C
LOC105334580,0.00000000000255246838379176,5.13582808210658,BAG family molecular chaperone regulator 3,XM_011438102.3,105334580,NC_047559.1,54643072,54645125,GO:0005829,cytosol,cytosol,C
LOC105334580,0.00000000000255246838379176,5.13582808210658,BAG family molecular chaperone regulator 3,XM_011438102.3,105334580,NC_047559.1,54643072,54645125,GO:0005886,plasma membrane,other membranes,C
LOC105334580,0.00000000000255246838379176,5.13582808210658,BAG family molecular chaperone regulator 3,XM_011438102.3,105334580,NC_047559.1,54643072,54645125,GO:0005886,plasma membrane,plasma membrane,C
LOC105348135,0.0000000885585728997927,4.62884508898892,uncharacterized protein LOC105348135,XM_011457448.3,105348135,NC_047563.1,34551793,34553312,GO:0005581,collagen,extracellular matrix,C
LOC105348135,0.0000000885585728997927,4.62884508898892,uncharacterized protein LOC105348135,XM_011457448.3,105348135,NC_047563.1,34551793,34553312,GO:0005615,extracellular space,non-structural extracellular,C
LOC105348135,0.0000000885585728997927,4.62884508898892,uncharacterized protein LOC105348135,XM_011457448.3,105348135,NC_047563.1,34551793,34553312,GO:0005623,cell,other cellular component,C
LOC105348135,0.0000000885585728997927,4.62884508898892,uncharacterized protein LOC105348135,XM_011457448.3,105348135,NC_047563.1,34551793,34553312,GO:0016020,membrane,other membranes,C
LOC105348135,0.0000000885585728997927,4.62884508898892,uncharacterized protein LOC105348135,XM_011457448.3,105348135,NC_047563.1,34551793,34553312,GO:0070062,extracellular vesicular exosome,non-structural extracellular,C
LOC105348135,0.0000000885585728997927,4.62884508898892,uncharacterized protein LOC105348135,XM_034476074.1,105348135,NC_047563.1,34551834,34553312,GO:0005581,collagen,extracellular matrix,C
LOC105348135,0.0000000885585728997927,4.62884508898892,uncharacterized protein LOC105348135,XM_034476074.1,105348135,NC_047563.1,34551834,34553312,GO:0005615,extracellular space,non-structural extracellular,C
LOC105348135,0.0000000885585728997927,4.62884508898892,uncharacterized protein LOC105348135,XM_034476074.1,105348135,NC_047563.1,34551834,34553312,GO:0005623,cell,other cellular component,C
LOC105348135,0.0000000885585728997927,4.62884508898892,uncharacterized protein LOC105348135,XM_034476074.1,105348135,NC_047563.1,34551834,34553312,GO:0016020,membrane,other membranes,C
LOC105348135,0.0000000885585728997927,4.62884508898892,uncharacterized protein LOC105348135,XM_034476074.1,105348135,NC_047563.1,34551834,34553312,GO:0070062,extracellular vesicular exosome,non-structural extracellular,C
LOC105329206,0.00000000000543960291558984,3.2058912706948,alpha-1;2-mannosyltransferase ALG9,XM_034474636.1,105329206,NC_047562.1,29062064,29068912,GO:0005783,endoplasmic reticulum,ER/Golgi,C
LOC105329206,0.00000000000543960291558984,3.2058912706948,alpha-1;2-mannosyltransferase ALG9,XM_034474636.1,105329206,NC_047562.1,29062064,29068912,GO:0005789,endoplasmic reticulum membrane,ER/Golgi,C
LOC105329206,0.00000000000543960291558984,3.2058912706948,alpha-1;2-mannosyltransferase ALG9,XM_034474636.1,105329206,NC_047562.1,29062064,29068912,GO:0005789,endoplasmic reticulum membrane,other membranes,C
LOC105329206,0.00000000000543960291558984,3.2058912706948,alpha-1;2-mannosyltransferase ALG9,XM_034474636.1,105329206,NC_047562.1,29062064,29068912,GO:0016020,membrane,other membranes,C
LOC105329206,0.00000000000543960291558984,3.2058912706948,alpha-1;2-mannosyltransferase ALG9,XM_034474636.1,105329206,NC_047562.1,29062064,29068912,GO:0016021,integral to membrane,other membranes,C
LOC117680358,0.000000558493834435341,2.81654686978815,baculoviral IAP repeat-containing protein 2-like,XM_034479721.1,117680358,NC_047563.1,56690045,56697010,GO:0005634,nucleus,nucleus,C
LOC117680358,0.000000558493834435341,2.81654686978815,baculoviral IAP repeat-containing protein 2-like,XM_034479721.1,117680358,NC_047563.1,56690045,56697010,GO:0005654,nucleoplasm,nucleus,C
LOC117680358,0.000000558493834435341,2.81654686978815,baculoviral IAP repeat-containing protein 2-like,XM_034479721.1,117680358,NC_047563.1,56690045,56697010,GO:0005737,cytoplasm,other cellular component,C
LOC117680358,0.000000558493834435341,2.81654686978815,baculoviral IAP repeat-containing protein 2-like,XM_034479721.1,117680358,NC_047563.1,56690045,56697010,GO:0005829,cytosol,cytosol,C
LOC117680708,0.00000000000000030621677041632,2.32753711680341,serine/arginine-rich splicing factor 1-like,XM_034443058.1,117680708,NC_047564.1,44693294,44695153,GO:0005737,cytoplasm,other cellular component,C
LOC117680708,0.00000000000000030621677041632,2.32753711680341,serine/arginine-rich splicing factor 1-like,XM_034443058.1,117680708,NC_047564.1,44693294,44695153,GO:0016607,nuclear speck,nucleus,C
LOC105330701,0.0164897767654335,2.08172659445338,cathepsin L1,XM_011432571.3,105330701,NC_047560.1,63735732,63740594,GO:0005764,lysosome,other cytoplasmic organelle,C
LOC105328062,0.00392550912922696,2.0268218181628,baculoviral IAP repeat-containing protein 2,XM_011428813.3,105328062,NC_047563.1,22904763,22907173,GO:0005737,cytoplasm,other cellular component,C
LOC117691504,0.00357468396469379,1.96784337478718,synapse differentiation-inducing gene protein 1-like,XM_034477698.1,117691504,NC_047563.1,61613244,61617952,GO:0005886,plasma membrane,other membranes,C
LOC117691504,0.00357468396469379,1.96784337478718,synapse differentiation-inducing gene protein 1-like,XM_034477698.1,117691504,NC_047563.1,61613244,61617952,GO:0005886,plasma membrane,plasma membrane,C
LOC117691504,0.00357468396469379,1.96784337478718,synapse differentiation-inducing gene protein 1-like,XM_034477698.1,117691504,NC_047563.1,61613244,61617952,GO:0016020,membrane,other membranes,C
LOC117691504,0.00357468396469379,1.96784337478718,synapse differentiation-inducing gene protein 1-like,XM_034477698.1,117691504,NC_047563.1,61613244,61617952,GO:0016021,integral to membrane,other membranes,C
LOC117691504,0.00357468396469379,1.96784337478718,synapse differentiation-inducing gene protein 1-like,XM_034477698.1,117691504,NC_047563.1,61613244,61617952,GO:0030054,cell junction,other membranes,C
LOC117691504,0.00357468396469379,1.96784337478718,synapse differentiation-inducing gene protein 1-like,XM_034477698.1,117691504,NC_047563.1,61613244,61617952,GO:0030054,cell junction,plasma membrane,C
LOC117691504,0.00357468396469379,1.96784337478718,synapse differentiation-inducing gene protein 1-like,XM_034477698.1,117691504,NC_047563.1,61613244,61617952,GO:0045202,synapse,other cellular component,C
LOC105317855,0.0055977686464896,1.92705088748081,intracellular protein transport protein USO1 isoform X1,XM_034445753.1,105317855,NC_047565.1,24330825,24348023,GO:0001533,cornified envelope,cytoskeleton,C
LOC105317855,0.0055977686464896,1.92705088748081,intracellular protein transport protein USO1 isoform X1,XM_034445753.1,105317855,NC_047565.1,24330825,24348023,GO:0005634,nucleus,nucleus,C
LOC105317855,0.0055977686464896,1.92705088748081,intracellular protein transport protein USO1 isoform X1,XM_034445753.1,105317855,NC_047565.1,24330825,24348023,GO:0005737,cytoplasm,other cellular component,C
LOC105317855,0.0055977686464896,1.92705088748081,intracellular protein transport protein USO1 isoform X1,XM_034445753.1,105317855,NC_047565.1,24330825,24348023,GO:0005856,cytoskeleton,cytoskeleton,C
LOC105317855,0.0055977686464896,1.92705088748081,intracellular protein transport protein USO1 isoform X1,XM_034445753.1,105317855,NC_047565.1,24330825,24348023,GO:0005886,plasma membrane,other membranes,C
LOC105317855,0.0055977686464896,1.92705088748081,intracellular protein transport protein USO1 isoform X1,XM_034445753.1,105317855,NC_047565.1,24330825,24348023,GO:0005886,plasma membrane,plasma membrane,C
LOC105317855,0.0055977686464896,1.92705088748081,intracellular protein transport protein USO1 isoform X1,XM_034445753.1,105317855,NC_047565.1,24330825,24348023,GO:0005911,cell-cell junction,other membranes,C
LOC105317855,0.0055977686464896,1.92705088748081,intracellular protein transport protein USO1 isoform X1,XM_034445753.1,105317855,NC_047565.1,24330825,24348023,GO:0005911,cell-cell junction,plasma membrane,C
LOC105317855,0.0055977686464896,1.92705088748081,intracellular protein transport protein USO1 isoform X1,XM_034445753.1,105317855,NC_047565.1,24330825,24348023,GO:0005916,fascia adherens,other membranes,C
LOC105317855,0.0055977686464896,1.92705088748081,intracellular protein transport protein USO1 isoform X1,XM_034445753.1,105317855,NC_047565.1,24330825,24348023,GO:0005916,fascia adherens,plasma membrane,C
LOC105317855,0.0055977686464896,1.92705088748081,intracellular protein transport protein USO1 isoform X1,XM_034445753.1,105317855,NC_047565.1,24330825,24348023,GO:0014704,intercalated disc,other membranes,C
LOC105317855,0.0055977686464896,1.92705088748081,intracellular protein transport protein USO1 isoform X1,XM_034445753.1,105317855,NC_047565.1,24330825,24348023,GO:0014704,intercalated disc,plasma membrane,C
LOC105317855,0.0055977686464896,1.92705088748081,intracellular protein transport protein USO1 isoform X1,XM_034445753.1,105317855,NC_047565.1,24330825,24348023,GO:0016020,membrane,other membranes,C
LOC105317855,0.0055977686464896,1.92705088748081,intracellular protein transport protein USO1 isoform X1,XM_034445753.1,105317855,NC_047565.1,24330825,24348023,GO:0016323,basolateral plasma membrane,other membranes,C
LOC105317855,0.0055977686464896,1.92705088748081,intracellular protein transport protein USO1 isoform X1,XM_034445753.1,105317855,NC_047565.1,24330825,24348023,GO:0016323,basolateral plasma membrane,plasma membrane,C
LOC105317855,0.0055977686464896,1.92705088748081,intracellular protein transport protein USO1 isoform X1,XM_034445753.1,105317855,NC_047565.1,24330825,24348023,GO:0030057,desmosome,other membranes,C
LOC105317855,0.0055977686464896,1.92705088748081,intracellular protein transport protein USO1 isoform X1,XM_034445753.1,105317855,NC_047565.1,24330825,24348023,GO:0030057,desmosome,plasma membrane,C
LOC105317855,0.0055977686464896,1.92705088748081,intracellular protein transport protein USO1 isoform X1,XM_034445753.1,105317855,NC_047565.1,24330825,24348023,GO:0031012,extracellular matrix,non-structural extracellular,C
LOC105317855,0.0055977686464896,1.92705088748081,intracellular protein transport protein USO1 isoform X1,XM_034445753.1,105317855,NC_047565.1,24330825,24348023,GO:0070062,extracellular vesicular exosome,non-structural extracellular,C
LOC105317855,0.0055977686464896,1.92705088748081,intracellular protein transport protein USO1 isoform X1,XM_034445759.1,105317855,NC_047565.1,24330825,24348023,GO:0005576,extracellular region,non-structural extracellular,C
LOC105317855,0.0055977686464896,1.92705088748081,intracellular protein transport protein USO1 isoform X1,XM_034445759.1,105317855,NC_047565.1,24330825,24348023,GO:0005578,proteinaceous extracellular matrix,extracellular matrix,C
LOC105317855,0.0055977686464896,1.92705088748081,intracellular protein transport protein USO1 isoform X1,XM_034445759.1,105317855,NC_047565.1,24330825,24348023,GO:0005604,basement membrane,extracellular matrix,C
LOC105317855,0.0055977686464896,1.92705088748081,intracellular protein transport protein USO1 isoform X1,XM_034445759.1,105317855,NC_047565.1,24330825,24348023,GO:0005605,basal lamina,extracellular matrix,C
LOC105317855,0.0055977686464896,1.92705088748081,intracellular protein transport protein USO1 isoform X1,XM_034445759.1,105317855,NC_047565.1,24330825,24348023,GO:0005606,laminin-1 complex,extracellular matrix,C
