gene,padj,log2FoldChange,description,product_accession,GeneID,genomic_accession,start,end,GOID,GOterm,GOSlim,GOcat
LOC105348304,0.00000000000000000000000000000365782841559344,8.93804649400194,heat shock protein 68,XM_011457656.3,105348304,NC_047568.1,13495588,13497937,GO:0005524,ATP binding,other molecular function,F
LOC105334510,0.00000000000000000000000000000000338184203816762,8.78051438972697,heat shock protein 68,XM_011437990.3,105334510,NC_047568.1,13479850,13482229,GO:0005524,ATP binding,other molecular function,F
LOC117680673,0.000000000000000000000000000000025929774315471,8.33515655354566,heat shock protein 68-like,XM_034457811.1,117680673,NC_047568.1,13484325,13486654,GO:0005524,ATP binding,other molecular function,F
LOC105346578,0.00000000000675934054138491,6.0345836090625,major egg antigen,XM_011455219.3,105346578,NC_047563.1,23478623,23479833,GO:0051082,unfolded protein binding,other molecular function,F
LOC105334234,0.000000000000000089715055985897,5.86412169020115,heat shock protein 70 B2,XM_011437603.3,105334234,NC_047566.1,23460291,23462949,GO:0005524,ATP binding,other molecular function,F
LOC105343216,0.000000000248884994302167,5.3647597454131,heat shock protein 27,XM_011450479.3,105343216,NW_022994901.1,45618,46405,GO:0005212,structural constituent of eye lens,other molecular function,F
LOC105343216,0.000000000248884994302167,5.3647597454131,heat shock protein 27,XM_011450479.3,105343216,NW_022994901.1,45618,46405,GO:0042803,protein homodimerization activity,other molecular function,F
LOC105343216,0.000000000248884994302167,5.3647597454131,heat shock protein 27,XM_011450479.3,105343216,NW_022994901.1,45618,46405,GO:0051082,unfolded protein binding,other molecular function,F
LOC105343216,0.000000000248884994302167,5.3647597454131,heat shock protein 27,XM_011450479.3,105343216,NW_022994901.1,45618,46405,GO:0051087,chaperone binding,other molecular function,F
LOC105334580,0.00000000000255246838379176,5.13582808210658,BAG family molecular chaperone regulator 3,XM_011438102.3,105334580,NC_047559.1,54643072,54645125,GO:0000774,adenyl-nucleotide exchange factor activity,enzyme regulator activity,F
LOC105334580,0.00000000000255246838379176,5.13582808210658,BAG family molecular chaperone regulator 3,XM_011438102.3,105334580,NC_047559.1,54643072,54645125,GO:0003723,RNA binding,nucleic acid binding activity,F
LOC105334580,0.00000000000255246838379176,5.13582808210658,BAG family molecular chaperone regulator 3,XM_011438102.3,105334580,NC_047559.1,54643072,54645125,GO:0005057,receptor signaling protein activity,signal transduction activity,F
LOC105334580,0.00000000000255246838379176,5.13582808210658,BAG family molecular chaperone regulator 3,XM_011438102.3,105334580,NC_047559.1,54643072,54645125,GO:0031625,ubiquitin protein ligase binding,other molecular function,F
LOC105334580,0.00000000000255246838379176,5.13582808210658,BAG family molecular chaperone regulator 3,XM_011438102.3,105334580,NC_047559.1,54643072,54645125,GO:0051087,chaperone binding,other molecular function,F
LOC117681182,0.0000000402461046171293,3.28600225558754,uncharacterized protein LOC117681182,XM_034444588.1,117681182,NC_047565.1,57238633,57240407,GO:0003723,RNA binding,nucleic acid binding activity,F
LOC117681182,0.0000000402461046171293,3.28600225558754,uncharacterized protein LOC117681182,XM_034444588.1,117681182,NC_047565.1,57238633,57240407,GO:0004843,ubiquitin-specific protease activity,other molecular function,F
LOC105329206,0.00000000000543960291558984,3.2058912706948,alpha-1;2-mannosyltransferase ALG9,XM_034474636.1,105329206,NC_047562.1,29062064,29068912,GO:0000026,alpha-1,2-mannosyltransferase activity,other molecular function,F
