gene,baseMean,log2FoldChange,lfcSE,pvalue,padj,cat,description,feature,count,plus_minus,analysis
LOC105348557,369.1646062,-3.356896005,0.757620245,2.86E-07,7.71E-05,characterized,fucolectin,genome,1,-1,diploid_desiccation
LOC105333234,24.75953619,-3.228480523,0.626172667,1.08E-08,4.49E-06,characterized,fibroleukin isoform X1,genome,1,-1,diploid_desiccation
LOC117682976,30.62651244,-3.044083283,0.782923277,3.14E-06,0.000551658,characterized,MAM and LDL-receptor class A domain-containing protein 1-like,genome,1,-1,diploid_desiccation
LOC105318074,245.5268382,-2.907190031,0.491715956,1.27E-10,8.08E-08,characterized,perlucin-like protein,genome,1,-1,diploid_desiccation
LOC105330078,2018.871996,-2.807374601,0.597307154,9.04E-08,3.09E-05,characterized,fucolectin,genome,1,-1,diploid_desiccation
LOC117682508,433.5969918,-2.710642547,0.721505369,5.28E-06,0.000834707,characterized,fucolectin-like,genome,1,-1,diploid_desiccation
LOC105346570,49.84478672,-2.177131509,0.690776283,5.08E-05,0.004738383,characterized,O-acyltransferase like protein,genome,1,-1,diploid_desiccation
LOC105345603,147.2609845,-2.148104508,0.275592055,2.97E-16,4.07E-13,characterized,peptidyl-prolyl cis-trans isomerase B isoform X2,genome,1,-1,diploid_desiccation
LOC105320228,7.681637021,-1.960142344,0.527634316,8.86E-06,0.001285997,characterized,prostaglandin E2 receptor EP4 subtype,genome,1,-1,diploid_desiccation
LOC117690533,20.15380323,-1.86988457,0.527368339,1.47E-05,0.001889892,characterized,serine/threonine-protein kinase TAO3-like,genome,1,-1,diploid_desiccation
LOC105329127,29.63199023,-1.848695929,0.672591544,0.000172957,0.01133463,characterized,complement C1q tumor necrosis factor-related protein 3-like,genome,1,-1,diploid_desiccation
LOC105331456,22.92752756,-1.775637897,0.621619344,0.000136389,0.009525354,characterized,organic cation transporter protein,genome,1,-1,diploid_desiccation
LOC105344085,2285.205471,-1.773234613,0.238756667,5.12E-15,5.44E-12,characterized,nucleolin isoform X1,genome,1,-1,diploid_desiccation
LOC105347762,59.09259444,-1.719765273,0.396854283,6.05E-07,0.000142858,characterized,kelch-like protein 10,genome,1,-1,diploid_desiccation
