"gene" "baseMean" "log2FoldChange" "lfcSE" "pvalue" "padj" "description" "feature"
"LOC105339624" 301.838133563139 3.6276719694859 0.368288520592789 2.86485527517105e-27 1.41867633226471e-23 "uncharacterized protein LOC105339624" "genome"
"LOC117692755" 195.380439361693 3.0422827509663 0.369377546652663 4.94193267125542e-20 7.64764080876777e-17 "uncharacterized protein LOC117692755" "genome"
"LOC105322807" 47.7574285081808 2.8531329969425 0.365278647469709 2.93328986043403e-18 2.59386631944095e-15 "uncharacterized protein LOC105322807" "genome"
"LOC105337716" 71.5748058108792 2.62863668036811 0.306652777316648 1.1997941558765e-20 1.9804602199668e-17 "transcription factor jun-B isoform X1" "genome"
"LOC105347073" 52.9342667967339 2.50606498221938 0.65395127966091 2.37363515491485e-08 3.41693060672626e-06 "uncharacterized protein LOC105347073" "genome"
"LOC105321541" 679.280510943952 2.4973087632217 0.311473330747725 1.82704834050267e-18 1.7855700050579e-15 "uncharacterized protein LOC105321541" "genome"
"LOC117689114" 681.68524325729 2.49164444280237 0.311081146803388 1.98503133267276e-18 1.8203472517399e-15 "LOW QUALITY PROTEIN: uncharacterized protein LOC117689114" "genome"
"LOC105319208" 408.643516657161 2.46579515768381 0.310488107843885 3.70937594496213e-18 3.1670395999056e-15 "spliceosome RNA helicase DDX39B" "genome"
"LOC105333327" 19.6058921075041 2.42286930684306 0.404388841043386 3.10422376942114e-12 1.30272170391301e-09 "uncharacterized protein LOC105333327" "genome"
"LOC105328062" 35.5706000783453 2.3555303435555 0.506247970920659 2.52324492059773e-09 4.62781809140739e-07 "baculoviral IAP repeat-containing protein 2" "genome"
"LOC105330352" 478.694139374594 2.3243786085685 0.394033983114396 7.05811086395647e-12 2.6885973075625e-09 "uncharacterized protein LOC105330352" "genome"
"LOC105327678" 313.128135117378 2.29383868550088 0.217318736077682 1.73278604430292e-28 1.07259456142351e-24 "uncharacterized protein LOC105327678" "genome"
"LOC105337016" 225.348720451474 2.27809686631267 0.236482043563201 2.13523070466422e-24 8.81138537458103e-21 "cyclic AMP-dependent transcription factor ATF-3" "genome"
"LOC105330030" 516.388786648019 2.26709835413543 0.389655172598999 1.29824624732545e-11 4.59208244053974e-09 "uncharacterized protein LOC105330030" "genome"
"LOC105318831" 55.5827151547282 2.19935653864575 0.454171345182241 1.71097169416979e-09 3.38909273181153e-07 "epithelial membrane protein 3" "genome"
"LOC105342525" 245.742282655012 2.16004575346293 0.262493865978418 9.43665673530847e-19 1.06205282166472e-15 "uncharacterized protein LOC105342525" "genome"
