"gene" "baseMean" "log2FoldChange" "lfcSE" "pvalue" "padj" "description" "feature" "treatment"
"LOC105339624" 110.617818964168 3.92504836098305 0.403003895726893 9.339984548281e-24 1.45843858721408e-20 "uncharacterized protein LOC105339624" "genome" "diploid_heat"
"LOC105348135" 108.789508669411 3.65918949956071 0.73219245280785 2.47370600347189e-08 2.2501118006338e-06 "uncharacterized protein LOC105348135" "genome" "diploid_heat"
"LOC117692755" 90.1584766635985 3.2523502263835 0.513542425132068 1.24247448807553e-11 2.73899846559522e-09 "uncharacterized protein LOC117692755" "genome" "diploid_heat"
"LOC105321541" 333.053790317761 3.1599694193965 0.352725364127707 1.70051014176508e-20 1.74062647994605e-17 "uncharacterized protein LOC105321541" "genome" "diploid_heat"
"LOC105345266" 13.4135320858859 3.08409320222685 0.664569378637684 1.49065003350191e-07 1.03069373903169e-05 "uncharacterized protein LOC105345266 isoform X2" "genome" "diploid_heat"
"LOC105343216" 93.3220379846673 3.07993646560714 0.954859184317911 4.17725237249791e-05 0.000940785516296465 "heat shock protein 27" "genome" "diploid_heat"
"LOC105343643" 177.468296542339 3.0226836324137 0.677096408965296 3.39258034034786e-07 2.02438097015603e-05 "complement C1q tumor necrosis factor-related protein 7" "genome" "diploid_heat"
"LOC105330352" 364.689101029279 3.01305166622951 0.36983679700485 1.92182276030016e-17 1.09124590553044e-14 "uncharacterized protein LOC105330352" "genome" "diploid_heat"
"LOC117690570" 19.793505449913 2.90510996597142 1.185307296209 0.000384120054969492 0.00459033264669537 "uncharacterized protein LOC117690570 isoform X2" "genome" "diploid_heat"
"LOC105328062" 26.2761879559729 2.85609606938485 0.523683061452234 2.46044311614208e-09 2.89960900064594e-07 "baculoviral IAP repeat-containing protein 2" "genome" "diploid_heat"
"LOC117680708" 74.8974368220158 2.71558347790777 0.201701130012092 1.06107811165761e-42 9.94124082812012e-39 "serine/arginine-rich splicing factor 1-like" "genome" "diploid_heat"
"LOC105341931" 15.5745611768883 2.71315208685308 0.571096819333354 1.07440081197308e-07 7.86411031826232e-06 "ras-related protein Rab-11A" "genome" "diploid_heat"
"LOC105319208" 359.350284081561 2.67836709795241 0.323322740117149 6.7338452236261e-18 4.3509928207002e-15 "spliceosome RNA helicase DDX39B" "genome" "diploid_heat"
"LOC105337716" 47.5047547714559 2.59784327610028 0.371808405096194 1.48462891548402e-13 4.71508078276943e-11 "transcription factor jun-B isoform X1" "genome" "diploid_heat"
"LOC105322807" 18.5244239799597 2.58367512499111 0.355786836701922 2.24889051676087e-14 8.1037904813587e-12 "uncharacterized protein LOC105322807" "genome" "diploid_heat"
"LOC117681741" 120.862241808183 2.55292306094185 0.489450399179339 9.1446069151494e-09 9.41492551516865e-07 "uncharacterized protein LOC117681741" "genome" "diploid_heat"
"LOC105337016" 207.097209823483 2.55255050594905 0.2620872944049 1.24231128695349e-23 1.79064837653342e-20 "cyclic AMP-dependent transcription factor ATF-3" "genome" "diploid_heat"
