"gene" "baseMean" "log2FoldChange" "lfcSE" "pvalue" "padj" "description" "feature" "treatment"
"LOC117690809" 61.484839135765 5.74428959158152 0.77162647973025 6.50732601229016e-15 1.23151144782591e-10 "uncharacterized protein LOC117690809 isoform X1" "genome" "heat_ploidy"
"LOC105321376" 445.887152235815 4.51961255931691 0.970478890182025 1.37773824690406e-07 3.83436710627343e-05 "uncharacterized protein LOC105321376" "genome" "heat_ploidy"
"LOC109620475" 34.7188298540939 3.92057135168113 0.545013016154085 3.56031448471308e-14 3.36894758115975e-10 "uncharacterized protein LOC109620475" "genome" "heat_ploidy"
"LOC117688340" 14.6959913020191 3.77169731765639 0.669362911689922 9.26272115718175e-10 1.02897781082319e-06 "uncharacterized protein LOC117688340" "genome" "heat_ploidy"
"LOC117681374" 15.1635994588523 3.56470094754909 0.609054651732129 2.5529356519061e-10 3.71648517017869e-07 "uncharacterized protein LOC117681374 isoform X1" "genome" "heat_ploidy"
"LOC105328647" 11.4435910339857 3.4488299551441 0.745390350873364 1.71275665316451e-07 4.38025941366734e-05 "uncharacterized protein LOC105328647" "genome" "heat_ploidy"
"LOC105323935" 19.1381358870813 3.42275313415803 0.991528798541291 2.04297818211057e-05 0.00110466748846979 "uncharacterized protein LOC105323935" "genome" "heat_ploidy"
"LOC117681619" 58.0051022804796 3.4154904864338 1.18662721392553 0.000122437689075533 0.00351080797841586 "uncharacterized protein LOC117681619" "genome" "heat_ploidy"
"LOC105317566" 465.170052587257 3.26894809333428 0.45969115553125 6.1512141247218e-14 3.88039091034534e-10 "uncharacterized protein LOC105317566" "genome" "heat_ploidy"
"LOC105322681" 16.2167389968574 3.22134605077944 0.639847914937908 2.46265235095362e-08 1.1367242863853e-05 "barrier-to-autointegration factor" "genome" "heat_ploidy"
"LOC105334176" 180.077580884522 3.13843233138206 0.57869503864635 2.90235158851403e-09 1.96167870759386e-06 "uncharacterized protein LOC105334176 isoform X1" "genome" "heat_ploidy"
"LOC109617784" 39.1826436708099 3.11988132010781 0.827485077013877 6.56933794987271e-06 0.000501269063790081 "heat shock 70 kDa protein 12A-like" "genome" "heat_ploidy"
"LOC105337786" 12.7879884426943 3.10812249345752 0.587253806230451 6.29902105226675e-09 3.84545075529511e-06 "neuropeptide SIFamide receptor" "genome" "heat_ploidy"
"LOC105318899" 29.2398788339164 3.10293947183969 0.496101249847067 2.0504668824334e-11 4.85063571875652e-08 "uncharacterized protein LOC105318899 isoform X1" "genome" "heat_ploidy"
"LOC105339666" 32.7371515763683 3.06056944353966 0.642076523615111 9.0142204576736e-08 3.02482585141273e-05 "uncharacterized protein LOC105339666" "genome" "heat_ploidy"
"LOC105328254" 75.8119568776679 3.04154586340491 0.450627499245012 7.82780563168121e-13 2.96282443159134e-09 "uncharacterized protein LOC105328254 isoform X1" "genome" "heat_ploidy"
"LOC117680579" 12.3307723373999 2.99617436543939 0.682424994299751 5.50910595570885e-07 0.000100249836742106 "uncharacterized protein LOC117680579" "genome" "heat_ploidy"
"LOC109619024" 15.185251879235 2.8998286258241 0.597229129900122 6.23090928957582e-08 2.39137628128088e-05 "uncharacterized protein LOC109619024" "genome" "heat_ploidy"
"LOC105339865" 112.084708268778 2.84381780553513 0.613947937261127 1.70994672209651e-07 4.38025941366734e-05 "uncharacterized protein LOC105339865 isoform X13" "genome" "heat_ploidy"
"LOC109618740" 11.9132098048773 2.84327612913868 0.730335538989458 4.75856068088432e-06 0.000405656580566377 "uncharacterized protein LOC109618740 isoform X1" "genome" "heat_ploidy"
"LOC109619522" 18.7589777990181 2.83130229973689 0.650529483747776 6.34007083826982e-07 0.000108095351904736 "sarcoplasmic calcium-binding protein-like" "genome" "heat_ploidy"
"LOC105331377" 22.7610938055727 2.75421921307734 0.490601605149344 1.09213048593899e-09 1.04938759165387e-06 "atrial natriuretic peptide receptor 1" "genome" "heat_ploidy"
"LOC109617426" 23.2797057526909 2.63879637276533 0.546598623638696 7.13801531613151e-08 2.59782576649594e-05 "uncharacterized protein LOC109617426 isoform X1" "genome" "heat_ploidy"
"LOC117683546" 13.3461823251482 2.61904121614141 0.810326562363309 4.90070904649748e-05 0.0019281895780658 "kielin/chordin-like protein" "genome" "heat_ploidy"
"LOC117683634" 17.6433998490308 2.60264354059674 0.594015345891452 5.63012077378618e-07 0.000100518901550852 "sarcoplasmic calcium-binding protein-like" "genome" "heat_ploidy"
