"gene" "baseMean" "log2FoldChange" "lfcSE" "pvalue" "padj" "description" "feature" "treatment"
"LOC117686832" 7.18195077334025 5.3295273650487 0.694290917572335 0.0007303168606604 0.0119544918342123 "perlucin-like protein isoform X2" "genome" "diploid_heat"
"LOC105343624" 25.8036142385541 4.11084740596596 0.977674227233788 9.33734397559073e-07 7.5278098559647e-05 "uncharacterized protein LOC105343624 isoform X1" "genome" "diploid_heat"
"LOC105339624" 97.5974182058309 3.78827343698879 0.433860834302187 1.115845689065e-19 1.23899447693091e-16 "uncharacterized protein LOC105339624" "genome" "diploid_heat"
"LOC105348135" 95.6376657174783 3.63052408244199 0.723185270598178 2.09427377926913e-08 2.92336685028493e-06 "uncharacterized protein LOC105348135" "genome" "diploid_heat"
"LOC117688497" 10.7241176383466 3.23835730670916 0.63843737251992 7.01827808555912e-05 0.00218955934960457 "protein sax-3-like" "genome" "diploid_heat"
"LOC117692755" 80.0028661269863 3.20956534548785 0.516724091854992 2.56101041771988e-11 8.34138166454149e-09 "uncharacterized protein LOC117692755" "genome" "diploid_heat"
"LOC105321541" 300.241564660612 3.12804258851029 0.348815204872474 1.4832768469036e-20 2.13138157742125e-17 "uncharacterized protein LOC105321541" "genome" "diploid_heat"
"LOC105343216" 83.7689923498736 3.07544496843452 0.827007382665072 6.55593391736651e-06 0.000360694490390606 "heat shock protein 27" "genome" "diploid_heat"
"LOC117681973" 5.48505920529367 3.04036061252313 1.22591826042438 0.000363430447469305 0.00744181141153843 "caspase-14-like" "genome" "diploid_heat"
"LOC117690570" 17.4802572038431 2.92838311053053 1.14576330196437 0.000266715325726076 0.00593921784579451 "uncharacterized protein LOC117690570 isoform X2" "genome" "diploid_heat"
"LOC117690219" 5.9584109859891 2.84507605864931 0.957458377188616 0.000102095389672298 0.00289325542797552 "uncharacterized protein LOC117690219 isoform X2" "genome" "diploid_heat"
"LOC105343643" 185.702722141788 2.78099609314924 0.663831209130068 9.79752288308277e-07 7.7958921494445e-05 "complement C1q tumor necrosis factor-related protein 7" "genome" "diploid_heat"
"LOC105341931" 13.7964809622553 2.68136425316262 0.578707957579679 1.78504463538134e-07 1.88766538325088e-05 "ras-related protein Rab-11A" "genome" "diploid_heat"
"LOC105328062" 23.1749689032515 2.67920531650802 0.590189592800409 2.25622470320531e-07 2.29698017915105e-05 "baculoviral IAP repeat-containing protein 2" "genome" "diploid_heat"
"LOC117680708" 71.9343306821371 2.59230163627708 0.204656951907108 1.66287823560774e-38 1.35402631798086e-34 "serine/arginine-rich splicing factor 1-like" "genome" "diploid_heat"
"LOC105347073" 31.4909539113141 2.57797577223148 1.40487158997182 0.00112286190605388 0.0161070820439551 "uncharacterized protein LOC105347073" "genome" "diploid_heat"
"LOC105332018" 3.29032014586693 2.57727874706781 0.853506851762416 0.000113918622624464 0.00315868798350784 "cilia- and flagella-associated protein 57" "genome" "diploid_heat"
"LOC105348733" 82.8244246563382 2.57715647613193 0.653107844876938 2.73288218392404e-06 0.000185441238858046 "G2/mitotic-specific cyclin-A" "genome" "diploid_heat"
"LOC105322229" 27.6917314667834 2.55236698797809 0.552087115020114 1.42038636183703e-07 1.54236988975039e-05 "uncharacterized protein LOC105322229" "genome" "diploid_heat"
"LOC105337716" 46.6868847480481 2.54294073448037 0.353081290828027 2.27015224523707e-14 1.2896576522477e-11 "transcription factor jun-B isoform X1" "genome" "diploid_heat"
"LOC105319208" 322.722687289366 2.53653781316072 0.338635163494978 3.25109798194216e-15 2.20605059730231e-12 "spliceosome RNA helicase DDX39B" "genome" "diploid_heat"
"LOC105337016" 190.336803726523 2.50028219292015 0.252405257210827 2.05524550900743e-24 6.2756921617542e-21 "cyclic AMP-dependent transcription factor ATF-3" "genome" "diploid_heat"
"LOC105343637" 98.272936096555 2.45709747399326 0.747142890300233 3.13544598933629e-05 0.0012138300257925 "complement C1q tumor necrosis factor-related protein 2" "genome" "diploid_heat"
"LOC105330352" 335.977426908837 2.41140860255714 0.458202051403345 5.75238236535641e-09 9.49454029871125e-07 "uncharacterized protein LOC105330352" "genome" "diploid_heat"
"LOC105322807" 16.8846760663797 2.3912240424491 0.371097766569968 4.74827254066726e-12 1.933180027057e-09 "uncharacterized protein LOC105322807" "genome" "diploid_heat"
"LOC105347604" 22.0655483843018 2.34749880864263 0.361191281278639 4.59562160352723e-12 1.90274312764345e-09 "uncharacterized protein LOC105347604" "genome" "diploid_heat"
"LOC117693157" 14.7020563169641 2.32934323682484 0.664731508177599 1.54817122059208e-05 0.000704259340346803 "uncharacterized protein LOC117693157" "genome" "diploid_heat"
"LOC105333327" 9.70014475089015 2.32410883387226 0.379418328162728 5.40709595108798e-11 1.59137999871298e-08 "uncharacterized protein LOC105333327" "genome" "diploid_heat"
"LOC105318831" 41.3701679818183 2.32134916006137 0.457781894765385 1.47153400415763e-08 2.15064635538162e-06 "epithelial membrane protein 3" "genome" "diploid_heat"
"LOC105327678" 268.942785512538 2.30975885886283 0.220365363038025 4.52968530805331e-27 2.76627881762816e-23 "uncharacterized protein LOC105327678" "genome" "diploid_heat"
"LOC117689114" 268.862110597375 2.30633030210678 0.314919062373625 1.09711210676069e-14 6.70006363598754e-12 "LOW QUALITY PROTEIN: uncharacterized protein LOC117689114" "genome" "diploid_heat"
"LOC105332009" 35.9135401052974 2.29273157588299 0.620996908255659 7.54584654872229e-06 0.000399848024928825 "LOW QUALITY PROTEIN: lysozyme" "genome" "diploid_heat"
"LOC105329640" 560.129808798163 2.27608066772539 0.535269187441063 0.00564415123561162 0.0443899956160723 "tubulin alpha chain, testis-specific" "genome" "diploid_heat"
"LOC105330649" 63.5097832763422 2.17013159350825 0.342357435178993 9.65361673783621e-12 3.62797768725943e-09 "galaxin-like" "genome" "diploid_heat"
"LOC105330030" 328.786608789878 2.15570897325488 0.517429206223478 1.1677780877474e-06 8.97059217845708e-05 "uncharacterized protein LOC105330030" "genome" "diploid_heat"
"LOC105336299" 156.795891839489 2.14364996702228 0.742696316411513 0.0001130490923989 0.00314528841585458 "ribonucleoside-diphosphate reductase small chain" "genome" "diploid_heat"
"LOC105342186" 525.443260481259 2.13525876351594 0.190437710187333 0.00524567633199622 0.0424590395752166 "apolipophorins-like" "genome" "diploid_heat"
"LOC105320749" 100.712742049031 2.11455336220404 0.248389531787334 8.14295817337185e-19 8.28817426079698e-16 "2',5'-phosphodiesterase 12 isoform X1" "genome" "diploid_heat"
"LOC105327000" 6.24083574116551 2.10039000643572 0.753946712065966 0.000159759082178091 0.0040950628115912 "glutathione-specific gamma-glutamylcyclotransferase 1-like" "genome" "diploid_heat"
"LOC117691059" 12.8893607030203 2.09536684554912 1.64599917404138 0.00200622460123066 0.0230517660201611 "uncharacterized protein LOC117691059" "genome" "diploid_heat"
"LOC105342525" 148.565529819234 2.09455486193747 0.314624110419574 1.29723313816641e-12 5.97902096209981e-10 "uncharacterized protein LOC105342525" "genome" "diploid_heat"
"LOC105345330" 113.945315992036 2.08810714973597 0.564613489992002 7.7390900570814e-06 0.000407436404987897 "inner centromere protein" "genome" "diploid_heat"
"LOC105323139" 2115.18274770111 2.06262040169877 0.232824561685565 4.02685609437858e-20 5.46489114852666e-17 "uncharacterized protein LOC105323139" "genome" "diploid_heat"
